"ID","Code","Year","Nog controlleren","Niet relevant","Ingegeven","Publicatie"
"L232","232",1987,0,0,1,"SEGERS, H., 1987. Philodromus praedatus O.P. CAMBRIDGE nieuw voor de Belgische fauna. Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 : 10 11.              "
"L233","233",1987,0,0,1,"SEGERS, H., 1987. Determinatieproblemen in de Philodromus aureolus groep (Araneae: Philodromidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 6 : 9 15.              "
"L234","234",1987,0,0,1,"VAN KEER, J. & VAN KEER, K., 1987. Theridion instabile (O.P. CAMBRIDGE) opnieuw waargenomen in België. Nieuwsbrief van de Belgische Arachnologische Vereniging, 4 : 29 30.              "
"L235","235",1987,0,0,1,"VAN KEER, J. & VAN KEER, K., 1987. Bevestiging van het voorkomen van Dictyna civica (LUCAS) in België en de verspreiding van de soort. Nieuwsbrief van de Belgische Arachnologische Vereniging, 6 : 7 8.              "
"L236","236",1987,0,0,1,"VANUYTVEN, H., 1987. Een nieuwe soort voor de Belgische fauna op de Antwerpse Linkeroever. Nieuwsbrief van de Belgische Arachnologische Vereniging, 4 : 23 24.              "
"L237","237",1988,0,0,1,"ALDERWEIRELDT, M. & SEYS, J., 1988. Enkele voor de Belgische fauna zeldzame spinnen (Araneae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 19 21.              "
"L238","238",1988,0,0,1,"ALDERWEIRELDT, M., 1988. De spinnenfauna van een bosrelict met aangrenzend weiland in de Vlaamse Ardennen. Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 29 39.              "
"L239","239",1988,0,1,0,"ALDERWEIRELDT, M. & DE KEER, R., 1988. Comparison of the life cycle history of three Oedothorax species (Araneae, Linyphiidae) in relation to laboratory observations. In : Comptes Rendus du XIème Colloque d'Arachnologie. Technische Università¤t Berlin, Do"
"L240","240",1988,0,1,0,"ALDERWEIRELDT, M. & LISSENS, A., 1988. Laboratorium- waarnemingen van de ontwikkeling en reproductie bij Oedothorax apicatus (BLACKWALL, 1850) en Oedothorax retusus (WESTRING, 1851). Nieuwsbrief van de Belgische Arachnologische Vereniging, 9 : 19 26.     "
"L241","241",1988,0,1,0,"ALDERWEIRELDT, M. & MAELFAIT, J. P., 1988. Life cycle, habitat choice and distribution of Pardosa amentata (CLERCK) in Belgium (Araneae, Lycosidae). In : Comptes Rendus du Xème colloque Européen d'Arachnologie. Bulletin de la Société Scientifique de Breta"
"L242","242",1988,1,0,0,"BAERT, L. & MAELFAIT, J. P., 1988. Araignées des versants d'exposition Nord et Sud d'une autoroute en tranchée dans une colline sableuse. In : Comptes Rendus du Xème colloque Européen d'Arachnologie. Bulletin de la Société Scientifique de Bretagne, 59 (h."
"L243","243",1988,1,0,0,"BOSMANS, R., 1988. Verslag van de ARABEL excursie van 24.V.1986 naar de ""Landschotse heide"" (Nederland), ""De Korhaan"" en ""De Liereman"" (België). Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 29 33.              "
"L244","244",1988,0,0,1,"COLLARD, J., HERMANS, J.F., RADERMECKER, A. & MAQUINAY, J., 1988. Rapport de l'excursion d'Arabel du 20 juin 1987. Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 27 28.              "
"L245","245",1988,0,0,1,"DECLEER, K., 1988. Quelques remarques sur Tetragnatha striata (L. KOCH, 1862) : une nouvelle espèce pour l'aranéofaune belge. Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 11 13.              "
"L246","246",1988,0,0,1,"DECLEER, K., 1988. De spinnenfauna van de Kalkense meersen: een beperkte survey in funktie van het bodemgebruik. Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 34 39.              "
"L247","247",1988,0,0,1,"DECLEER, K., 1988. De spinnenfauna van het Blankaart moeras (Woumen, West Vlaanderen) : soortensamenstelling, fenologisch onderzoek en ecologisch onderzoek in funktie van het natuurbeheer. Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 5 26."
"L248","248",1988,0,0,1,"DECLEER, K., 1988. De spinnenfauna van het natuurreservaat ""Het Molsbroek"" (Lokeren) : onderzoek naar de invloeden van het waterpeil  en maaibeheer. Nieuwsbrief van de Belgische Arachnologische Vereniging, 9 : 7 18.              "
"L249","249",1988,0,0,1,"DECLEER, K., 1988. Temporary inundation as a determining factor for the spider communities of marshland habitats. In : Comptes Rendus du XIème Colloque d'Arachnologie. Technische Università¤t Berlin, Dokumentation Kongresse und Tagungen, 38 : 161 167.    "
"L250","250",1988,0,0,1,"DE KEER, R. & MAELFAIT, J. P., 1988. De rand van een intensief begraasd weiland : een refugium voor een rijke spinnenfauna. Nieuwsbrief van de Belgische Arachnologische Vereniging, 9 : 27 38.              "
"L251","251",1988,0,1,0,"DE KEER, R. & MAELFAIT, J. P., 1988. Laboratory observations on the development and reproduction of Erigone atra BLACKWALL, 1833 (Araneae, Linyphiidae). Bulletin of the British arachnological Society, 7 (8) : 237 242.              "
"L252","252",1988,0,0,1,"HERMANNS, J. F., 1988. Nigma walckenaeri (Roewer, 1951), observée dans un milieu naturel. Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 25 26.              "
"L253","253",1988,1,0,0,"JANSSEN, M., 1988. Twee nieuwe soorten voor de Belgische spinnenfauna. Nieuwsbrief van de Belgische Arachnologische Vereniging, 9 : 5 6.              "
"L254","254",1988,0,1,0,"MAELFAIT, J. P. & BAERT, L., 1988. Les araignées sont elles de bons indicateurs écologiques? In : Comptes Rendus du Xème Colloque Européen d'Arachnologie. Bulletin de la Société Scientifique de Bretagne, 59 (h.s. 1) : 155 160.              "
"L255","255",1988,0,1,0,"MAELFAIT, J. P. & BAERT, L., 1988. L'usage pratique des araignées en tant qu'indicateurs écologiques. In : Comptes Rendus du XIme Colloque d'Arachnologie. Technische Università¤t Berlin, Dokumentation Kongresse und Tagungen, 38 : 110 118.              "
"L256","256",1988,0,0,1,"MAELFAIT, J. P. & DE KEER, R., 1988. Waarom is Oedothorax gibbosus (BLACKWALL, 1841) zo zeldzaam in Vlaanderen. Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 40 42.              "
"L257","257",1988,0,0,1,"MAELFAIT, J. P., BRUYNBROECK, V., VANUYTVEN, H. & DE KEER, R., 1988. De eerste waarnemingen van Zelotes aeneus (SIMON, 1878) in België, het belang daarvan voor het natuurbehoud. Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 53 55.          "
"L258","258",1988,0,1,0,"PUTS, C., 1988. L'Argiope fasciée en Belgique : radioscopie d'une conquëte. Réserves Naturelles, 4 : 116 118.              "
"L259","259",1988,0,0,1,"SEGERS, H., 1988. Enkele nieuwe of zeldzame spinnesoorten voor de Belgische fauna (Araneae, Linyphiidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 43 45.              "
"L260","260",1988,0,0,1,"SEGERS, H. & BOSMANS, R., 1988. Pseudocarorita thaleri (SAARISTO, 1971), nieuw voor de Belgische fauna (Araneae, Linyphiidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 22 24.              "
"L261","261",1988,0,0,1,"SEGERS, H. & DIERCKENS, K., 1988. Argiope bruennichi (SCOPOLI, 1772) in West Vlaanderen (Araneae, Araneidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 27 28.              "
"L262","262",1988,0,0,1,"SEGERS, H. & MAELFAIT, J. P., 1988. A comparative study of the spider communities of different woodland habitats. In : Comptes Rendus du XIème Colloque d'Arachnologie. Technische Università¤t Berlin, Dokumentation Kongresse und Tagungen, 38 : 154 160.    "
"L263","263",1988,0,0,1,"SEGERS, H. & POLLET, M., 1988. Aspecten van de spinnenfauna van enkele bosbestanden te Zedelgem (W.Vl.). Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 47 52.              "
"L264","264",1988,0,0,1,"VAN KEER, J. & VAN KEER, K., 1988. Theridiosoma gemmosum (L. KOCH, 1877) nieuw voor de Belgische fauna (Araneae : Theridiosomatidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 8 : 41 42.              "
"L265","265",1988,0,0,1,"VANUYTVEN, H., 1988. Spinnen van de Hobokense Polder (Hoboken, Antwerpen). Nieuwsbrief van de Belgische Arachnologische Vereniging, 7 : 14 18.              "
"L266","266",1988,1,0,0,"VANUYTVEN, H., 1988. De spinnen van de natuurgebieden op de Antwerpse Linkeroever (Araneae). Linkeroever, 10 (2) : 18 27.              "
"L267","267",1988,1,0,0,"SEGERS, H. & MAELFAIT, J. P., 1988. Faunistical observations on the spider fauna of the Zoniën forest (Belgium). In : Comptes Rendus du Xème Colloque Européen d'Arachnologie. Bulletin de la Société Scientifique de Bretagne, 59 (h.s. 1) : 205 206.         "
"L268","268",1989,0,1,0,"ALDERWEIRELDT, M., 1989. Determinatietabel tot de genera van de Lycosidae (Araneae) van de Benelux en Groot Brittanië. Nieuwsbrief van de Belgische Arachnologische Vereniging, 10 : 13 18.              "
"L269","269",1989,0,0,1,"ALDERWEIRELDT, M., 1989. Faunistische bijdrage tot de kennis van de spinnenfauna (Araneae) van een intensief begraasd weiland te Sint Denijs Westrem (Gent, België). Nieuwsbrief van de Belgische Arachnologische Vereniging, 11 : 13 17.              "
"L270","270",1989,0,1,0,"ALDERWEIRELDT, M., 1989. Seasonal migration and the importance of edge zones for the survival of Bathyphantes gracilis (BLACKWALL, 1841) (Araneae: Lycosidae) on high input crop fields. Mededelingen van de Faculteit Landbouw, Rijksuniv. Gent, 54 (3a) : 835"
"L271","271",1989,0,0,1,"ALDERWEIRELDT, M. & DESENDER, K., 1989. Faunistisch araneologisch onderzoek van akkerecosystemen : een korte evaluatie. Phegea, 17 (4) : 161 164.              "
"L272","272",1989,0,0,1,"ALDERWEIRELDT, M., DESENDER, K., HUBLE, J. & POLLET, M., 1989. Een ecologische analyse van de spinnen  (Araneae) en loopkeverfauna (Coleoptera, Carabidae) van vijf boshabitaten in de Famenne. Natuurwetenschappelijk Tijdschrift, 71 : 8 17.              "
"L273","273",1989,0,0,1,"ALDERWEIRELDT, M., HUBLE, J. & POLLET, M., 1989. The araneofauna of different woodplants habitats of the ""Lippensgoed Bulskamp veld"" area (Beernem, Western Flanders, Belgium). Biologisch Jaarboek Dodonaea, 57 : 87 102.              "
"L274","274",1989,0,1,0,"ALDERWEIRELDT, M. & MAELFAIT, J. P., 1989. Recommendations for the preservation of endangered lycosid spiders. Verhandelingen van het Symposium ""Invertebraten van België"", Brussel 1988, : 183 187.              "
"L275","275",1989,0,0,1,"DECLEER, K., 1989. De spinnenfauna van het natuurreservaat ""De Leiemeersen"" (Oostkamp, West Vlaanderen). Kansen voor natuurontwikkeling bij spontane successie door afwezigheid van maaibeheer. Nieuwsbrief van de Belgische Arachnologische Vereniging, 10 : 1"
"L276","276",1989,0,0,1,"DECLEER, K., ALDERWEIRELDT, M., SEGERS, H., DE KEER, R., HUBLE, J., DESENDER, K., 1989. Inventarisatie van de spinnen (Araneae) van het natuureducatief reservaat ""Jalna"" en een nabijgelegen weidebiotoop te Heure en Famenne (Provincie Namen). Nieuwsbrief v"
"L277","277",1989,0,0,1,"DECLEER, K. & MAES, D., 1989. Voorlopige soortenlijst en synecologie van de spinnen (Araneae) van het Natuurreservaat ""De Zwarte Beek"" (Koersel Beringen, Limburg). Nieuwsbrief van de Belgische Arachnologische Vereniging, 11 : 19 29.              "
"L278","278",1989,0,0,1,"DECLEER, K. & SEGERS, R., 1989. The soil surface active araneae, opiliones, carabidae and staphylinidae of a wet meadow vegetation subject to dereliction and succession. Biologisch Jaarboek Dodonaea, 57 : 103 119.              "
"L279","279",1989,0,0,1,"DE KEER, R., ALDERWEIRELDT, M., DECLEER, K., SEGERS, H., DESENDER, K. & MAELFAIT, J.-P., 1989. Horizontal distribution of the spider fauna of intensively grazed pastures under the influence of diurnal activity and grass height. Journal of Applied Entomolo"
"L280","280",1989,0,1,0,"DE KEER, R. & MAELFAIT, J. P., 1989. Ecological backgrounds for the distribution patterns of Oedothorax fuscus (Erigonidae, Araneae). Verhandelingen van het Symposium ""Invertebraten van België"", Brussel 1988, : 189 192.              "
"L281","281",1989,0,0,1,"DESENDER, K., ALDERWEIRELDT, M. & POLLET, M., 1989. Field edges and their importance for polyphagous predatory arthropods. Mededelingen van de Faculteit Landbouw, Rijksuniv. Gent, 54 (3a) : 823 833.              "
"L282","282",1989,0,0,1,"HERMANNS, J. F. & BASTIN, J., 1989. Rapport de l'excursion d'Arabel du 25 juin 1988 aux carrières de Montfort (Prov. de Liège). Nieuwsbrief van de Belgische Arachnologische Vereniging, 10 : 11 12.              "
"L283","283",1989,0,0,1,"JACOBS, J. & DECLEER, K., 1989. Verslag van de Arabel excursie naar het natuurreservaat ""De Rammelaars"" (Gerhoeven Ham) op 26 september 1987. Nieuwsbrief van de Belgische Arachnologische Vereniging, 12 : 23 24.              "
"L284","284",1989,0,0,1,"MAELFAIT, J. P., ALDERWEIRELDT, M., DESENDER, K. & BAERT, L., 1989. Lycosid spiders of the Belgian coastal dunes and saltmarshes. Bulletin et Annales de la Société royale belge d'Entomologie, 125 : 327 332.              "
"L285","285",1989,0,1,0,"MAELFAIT, J. P., DESENDER, K. & BAERT, L., 1989. Some examples of the practical use of spiders and carabid beetles as ecological indicators. Verhandelingen van het Symposium ""Invertebraten van België"", Brussel 1988, : 437 442.              "
"L286","286",1989,0,0,1,"SEGERS, H., 1989. De levenscyclus van Pardosa lugubris (WALCKENAER, 1802) in het Zoniënbos (Araneae, Lycosidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 12 : 5 14.              "
"L287","287",1989,0,1,0,"SEGERS, H., 1989. A redescription of Philodromus albidus KULCKZYNSKI, 1911 (Araneae: Philodromidae). Bulletin of the British arachnological Society, 8 (2) : 38 40.              "
"L288","288",1989,0,0,1,"VANUYTVEN, H., 1989. De spinnenfauna van een heiderelict in het domein Ertbrugge te Deurne (Antwerpen). Nieuwsbrief van de Belgische Arachnologische Vereniging, 11 : 7 11.              "
"L289","289",1989,0,1,0,"ALDERWEIRELDT, M., 1989. An ecological analysis of the spider fauna (Araneae) occuring on maize fields, Italian reygrass fields and their edge zones, by means of different multivariate techniques. Agriculture, Ecosystems and environment, 27 : 293 306.    "
"L290","290",1989,0,1,0,"ALDERWEIRELDT, M., 1989. Composition and density fluctuations of the invertebrate fauna occuring on a maize field at Melle (Belgium). Acta Phytopathologica et Entomologica Hungarica, 24 (1/2) : 5 12.              "
"L291","291",1989,0,0,1,"DECLEER, K., 1989. De effekten van waterpeil  en maaibeheer op de spinnenfauna van rietlanden. In W.N. ELLIS (ed.), Insektenfauna en natuurbeheer. Wetenschappelijke mededelingen Koninklijke Nederlandse Natuurhistorische Vereniging, 192 : 7 13.            "
"L292","292",1989,0,0,1,"SEGERS, H., 1989. On the occurence of hypogean spiders in forest habitats. Verhandelingen van het Symposium ""Invertebraten van België"", Brussel 1988, : 199 202.              "
"L292b","292b",1989,0,0,1,"PUTS, C., 1989. Expansion territoriale de l'Argiope fasciée (Argiope bruennichi Scopoli) en Belgique et dans les régions voisines. Verhandelingen van het Symposium ""Invertebraten van België"", Brussel 1988, : 193-197.              "
"L293","293",1990,0,0,1,"ALDERWEIRELDT, M. & DESENDER, K., 1990. Microhabitat preference of spiders (Araneae) and carabid beetles (Coleoptera, Carabidae) in maize fields. Mededelingen van de Faculteit Landbouw, Rijksuniv. Gent, 55 (2b) : 501 510.              "
"L294","294",1990,0,0,1,"ALDERWEIRELDT, M. & POLLET, M., 1990. Faunistics and ecology of the spider fauna (Araneae) of Vloetemveld (Zedelgem, West Flanders, Belgium). Bulletin et Annales de la Société royale belge d'Entomologie, 126 : 151 163.              "
"L295","295",1990,0,0,1,"ALDERWEIRELDT, M. & SEYS, J., 1990. Een araneologische survey van een heiderelict en een ruigtevegetatie te Sint Andries (Brugge, West Vlaanderen). 1. Samenstelling van de spinnentaxocoenosis en faunistiek. Nieuwsbrief van de Belgische Arachnologische Ver"
"L296","296",1990,0,1,0,"COUVREUR, J. M., 1990. Quelques aspects de la biologie de Zodarion rubidum SIMON, 1918. Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (2) : 7 15.              "
"L297","297",1990,0,0,1,"DECLEER, K., 1990. Experimental cutting of reedmarsh vegetation and its influence on the spider (Araneae) fauna in the Blankaart nature reserve, Belgium. Biological Conservation, 52 : 161 185.              "
"L298","298",1990,0,0,1,"DECLEER, K., 1990. De spinnenfauna van het natuurreservaat ""De Stadswallen van Damme"" (West Vlaanderen), een bijzonder moerasbiotoop. Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (1) : 16 20.              "
"L299","299",1990,0,0,1,"JANSSEN, M. & MAELFAIT, J. P., 1990. De spinnenfauna en het beheer van een nat hooilandje aan de Pollismolen te Opitter (Limburg, België). Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (3) : 7 13.              "
"L300","300",1990,0,1,0,"RANSY, M., KEKENBOSCH, J. & BAERT, L., 1990. Catalogue des araignées de Belgique. Partie VI. Clubionidae et Liocranidae. Documents de travail de l'Institut royal des Sciences naturelle de Belgique, 57 : 30 pp.              "
"L301","301",1990,0,0,1,"SEGERS, H., 1990. The identification and taxonomic status of Philodromus praedatus O.P. CAMBRIDGE (Araneae: Thomisidae). Revue Arachnologique, 9 (2) : 11 14.              "
"L302","302",1990,0,0,1,"VAN KEER, J. & VAN KEER, K., 1990. Enkele fenologische gegevens van Theridiosoma gemmosum (L. KOCH, 1877). Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (3) : 14.              "
"L303","303",1990,0,0,1,"VANUYTVEN, H., 1990. De spinnenfauna van een veenmossenvegetatie in Meerdonk (Oost Vlaanderen). Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (1) : 11 12.              "
"L304","304",1990,0,0,1,"VANUYTVEN, H., VAN KEER, J. & JANSSEN, M., 1990. Theridion hemerobium SIMON, 1914, new for the Belgian spiderfauna (Araneae, Theridiidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (2) : 16.              "
"L305","305",1990,0,0,1,"VANUYTVEN, H., 1990. A note on the strange mass behaviour of Ostearius melanopygius (Araneae, Linyphiidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 5 (2) : 17.              "
"L306","306",1990,0,1,0,"ALDERWEIRELDT, M. & MAELFAIT, J.-P., 1990. Catalogus van de spinnen van België. Deel VII. Lycosidae. Studiedocumenten van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, 61: 92pp.              "
"L307","307",1990,0,0,1,"KEKENBOSCH, R. & KEKENBOSCH, J., 1990. Première liste de captures réalisées à  Uccle (Brabant). Nwsbr. Belg. Arachnol. Ver., 5(2): 3.              "
"L308","308",1990,1,0,0,"MAELFAIT, J.-P., SEGERS, H. & BAERT, L., 1990. A preliminary analysis of the forest floor spiders of Flanders (Belgium). Bulletin de la Société européenne d'Arachnologie, Nième  hors série 1: 242-248.              "
"L309","309",1990,0,0,1,"RANSY, M., 1990. Araignées capturées par frappage d'arbres fruitiers. Nwsbr. Belg. Arachnol. Ver., 5(2): 2.              "
"L310","310",1991,0,0,1,"ALDERWEIRELDT, M., DESENDER, K., MAELFAIT, J.-P. & POLLET, M., 1991. Faunistische bijdrage tot de kennis van de araneofauna van enkele weinig onderzochte regio's in belgië. Deel 1. De Westhoek en het Zuidwestvlaamse heu-velland. Nwsbr. Belg. Arachnol. Ver"
"L311","311",1991,0,0,1,"ALDERWEIRELDT, M., MAELFAIT, J.-P., DESENDER, K. & POLLET, M., 1991. Faunistische bijdrage tot de kennis van de araneofauna van enkele weinig onderzochte regio's in België. Deel 2. Tielt, waregem en het Noorden van Hene-gouwen. Nwsbr. Belg. Arachnol. Ver."
"L312","312",1991,0,0,1,"BAERT, L. & VAN KEER, J., 1991. A remarkable spider capture : Carniella brignolii Thaler & Steinberger,1988, and the rediscovery of Pseudomaro aenigmaticus Denis,1966 in Belgium. Newsletter of the British Arachnological Society, 62: 5.              "
"L313","313",1991,0,0,1,"BAERT, L., DESENDER, K. & HUYSSEUNE, A., 1991. Spinnen van de ""Gaume"". Nwsbr. Belg. Arachnol. Ver., 6(2): 1-5.              "
"L314","314",1991,0,0,1,"BOSMANS, R., 1991. Enkele opmerkingen over de belgische Theridiidae. Nwsbr. Belg. Arachnol. Ver., 6(2): 12-14.              "
"L315","315",1991,0,1,0,"BOSMANS, R., 1991. Enkele opmerkingen over vroeger van België geciteerde spinnen, waarvan het voorkomen in ons land twijfelachtig is of dient bevestigd te worden. Nwsbr. Belg. Arachnol. Ver., 6(3): 9-12.              "
"L316","316",1991,0,0,1,"DECLEER, K., 1991. Een nieuwe vindplaats van Theridion hemorobium in Vlaanderen. Nwsbr. Belg. Arachnol. Ver., 6(2): 11.              "
"L317","317",1991,1,0,0,"JANSSEN, M., 1991. Spinnen van de Mechelse Heide. Natuurhistorisch Maandblad, 80(1): 12-16.              "
"L318","318",1991,0,1,0,"RANSY, M. & BAERT, L., 1991. Catalogue des Araignées de Belgique. Partie VIII. Gnaphosidae. Documents de travail de l'I.R.Sc.N.B., 64: 7-30.              "
"L319","319",1991,0,1,0,"RANSY, M. & BAERT, L., 1991. Catalogue des Araignées de Belgique. Partie X. Tetragnathidae. Documents de travail de l'I.R.Sc.N.B., 64: 43-52.              "
"L320","320",1991,0,1,0,"SEGERS, H. & BAERT, L., 1991. Catalogus van de spinnen van België. Deel IX. Philodromidae. Studiedocumenten van het K.B.I.N., 64: 31-42.              "
"L321","321",1991,0,0,1,"SEGERS, H. & HEIRMAN, J., 1991. De spinnenfauna van een oude boomgaard en aanpalende heg te Sint-Maria-Lierde. Nwsbr. Belg. Arachnol. Ver., 6(3): 13-15.              "
"L322","322",1991,0,0,1,"VAN KEER, K., 1991. Dictyna major Menge,1869: terug van weggeweest. Nwsbr. Belg. Arachnol. Ver., 6(3): 1.              "
"L323","323",1991,0,1,0,"VANUYTVEN, H., 1991. A redescription of Phoronocidia paradoxa (Lucas,1846) (Araneae, Theridiidae). Phegea, 19(3): 103-105.              "
"L324","324",1991,0,1,0,"VANUYTVEN, H., 1991. Alfabetische lijst van de publikaties betreffende de spinnen in België. Nwsbr. Belg. Arachnol. Ver., 6(1): 1-22.              "
"L325","325",1991,0,0,1,"VANUYTVEN, H., 1991. Spinnen van ""De Rozemaai"" in Ekeren (Antwerpen). Nwsbr. Belg. Arachnol. Ver., 6(2): 6-9.              "
"L326","326",1991,0,0,1,"VANUYTVEN, H., 1991. Spinnen in gebouwen in België (Araneae). Nwsbr. Belg. Arachnol. Ver., 6(2): 15-23.              "
"L327","327",1991,1,0,0,"MAELFAIT, J.-P., DESENDER, K., POLLET, M., SEGERS, H. & BAERT, L., 1991(1992). Carabid beetle and spider communities of Belgian forest stands. Proc. of IVth European Congress of Entomology/ XII SIEEC, Gà¶dà¶llà¶, Hungary, 1: 187-194.              "
"L328","328",1992,0,1,0,"ALDERWEIRELDT, M., 1992. Determinatieproblematiek van de zustersoorten van het genus Oedothorax (Araneae, Linyphiidae). Nwsbr. Belg. Arachnol. Ver., 7(1): 4-8.              "
"L329","329",1992,0,0,1,"ALDERWEIRELDT, M., 1992. Een merkwaardige oude vondst van Tetragnatha striata, een indicatie van de vroegere natuurwaarde van het Donk-meer. Nwsbr. Belg. Arachnol. Ver. 7(2): 9-11.              "
"L330","330",1992,0,0,1,"ALDERWEIRELDT, M. & DESENDER, K., 1992. Faunistische bijdrage tot de kennis van de araneofauna van enkele weinig onder-zochte regio's in belgië. Deel 3. Het zuiden van Oost-Vlaanderen. Nwsbr. Belg. Arachnol. Ver., 7 (2): 3-6.              "
"L331","331",1992,0,1,0,"ALDERWEIRELDT, M. & MAELFAIT, J.-P., 1992. A proposal for the establishment of a red list of the lycosid spiders in Flanders (Araneae, Lycosidae). Proc. Int. Coll. Eur. Invert. Surv., Brussels, 9-10 Sep.1991: 57-63.              "
"L332","332",1992,0,0,1,"BAERT, L., KEKENBOSCH, J. & MAELFAIT, J.-P., 1992. Faune aranéologique du 'Site de Corphalie' (Antheit, Prov. Liège). Bulletin en Annalen van de Koninklijke Belgische Vereniging voor Entomologie, I-IV: 37-46.              "
"L332b","332b",1992,1,0,0,"DECLEER, K., 1992. First record of the Linyphiid Spider Entelecara omissa O.P.-Cambridge on the European Mainland. Newsletter of the British arachnological Society, 64: 6.              "
"L333","333",1992,0,1,0,"HERMANNS, J.-F. & JOCQUE, R., 1992. Le cycle vital de Nigma flavescens en Belgique. Nwsbr. Belg. Arachnol. Ver., 7(1): 1-3.              "
"L334","334",1992,0,1,0,"JOCQUE, R., 1992. Nederlandse namen voor inheemse spinnen. Nwsbr. Belg. Arachnol. Ver., 7(3): 1-20.              "
"L335","335",1992,1,0,0,"JANSSEN, M., 1992. Oxyptila pullata (Thorell,1875) (Araneae, Thomisidae) in België. Nwsbr. Belg. Arachnol. Ver., 7(1): 9.              "
"L336","336",1992,1,0,0,"JANSSEN, M., 1992. Enkele interessante spinnen van een steengroeve in de provincie Luik. Nwsbr. Belg. Arachnol. Ver., 7(1): 15-18.              "
"L337","337",1992,0,0,1,"RADERMECKER, A. & HOFMANS, K., 1992. Rapport de l'excursion d'ARABEL du 20 mai 1989 dans le Parc naturel de Viroin-Hermeton. Nwsbr. Belg. Arachnol. Ver., 7(1): 10-12.              "
"L338","338",1992,0,0,1,"VAN KEER, J. & VAN KEER, K., 1992. Twee interessante vondsten voor de Belgische spinnenfauna: Tegenaria saeva en Anelosimus pulchellus. Nwsbr. Belg. Arachnol. Ver., 7(1): 13-14.              "
"L339","339",1992,0,0,1,"VANUYTVEN, H., 1992.Steatoda triangulosa(Walckenaer,1802) (Araneae, Theridiidae), niet enkel een huisspin. Nwsbr. Belg. Arachnol. Ver., 7(2): 1-2.              "
"L340","340",1992,0,0,1,"VANUYTVEN, H., 1992. Meioneta fuscipalpis (C.L.Koch,1836) nieuw voor de Belgische fauna (Araneae, Linyphiidae). Nwsbr. Belg. Arachnol. Ver., 7(2): 7-8.              "
"L341","341",1993,0,1,0,"ALDERWEIRELDT, M., 1993. A five year survey of the inverte-brate fauna of crop fields and their edges. Part 1. Study area, crop history and methodology. Bull.Annls.Soc.r.belge Ent., 129: 41-52.              "
"L342","342",1993,0,0,1,"ALDERWEIRELDT, M., 1993. A five year survey of the inverte-brate fauna of crop fields and their edges. Part 2. General characteristics of the spidertaxocoenosis. Bull.Annls.Soc.r.belge Ent., 129: 63-68.              "
"L343","343",1993,0,0,1,"ALDERWEIRELDT, M., 1993. Fluctuations de l'activité saison-nière d'araignées dans des champs de maà¯s et d'ivraie italien. Nwsbr. Belg. Arachnol. Ver., 8(2): 32-43.              "
"L344","344",1993,0,0,1,"ALDERWEIRELDT, M., 1993. Robertus kuhnae Bauchhenss & Uhlenhaut,1993, een nieuwe naam voor het Belgische materiaal van Robertus grasshoffi Wunderlich,1973 (Araneae, Theridiidae). Nwsbr. Belg. Arachnol. Ver., 8(3): 53-54.              "
"L345","345",1993,0,1,0,"ALDERWEIRELDT, M. & MAELFAIT, J.-P., 1993. Taxonomische wijzigingen en aanvullingen op de soortenlijst van de Belgische wolfspinnen (Araneaea, Lycosidae). Nwsbr. Belg. Arachnol. Ver., 8(1): 13-14.              "
"L346","346",1993,0,0,1,"ALDERWEIRELDT, M., BOSMANS, R. & VANHERCKE, L., 1993. The araneae and opiliones of the forest of Houthulst (Western Flanders, Belgium): results of a six-year survey. Bulletin & Annalen van de Koninklijke Belgische vereniging voor Entomologie, 129: 285-290"
"L347","347",1993,0,0,1,"BAERT, L. & DESENDER, K., 1993. De spinnenfauna van het Militair Domein te Lombardsijde (Araneae). Nwsbr. Belg. Arachnol. Ver.,8(1) : 15-20.              "
