"ID","Code","Year","Nog controlleren","Niet relevant","Ingegeven","Publicatie"
"L438","438",2000,0,0,1,"ALDERWEIRELDT, M. & HUBLE, J., 2000. De araneofauna van het Heidebos te Wachtebeke/Moerbeke (Oost-Vlaanderen, België). Nwbr. Belg. Arachnol. Ver., 15 (1): 3-12.               "
"L439","439",2000,1,0,0,"BONTE, D., BAERT, L., MAELFAIT, J.P. & RANSY, M., 2000. Diversiteit en bio-indicatie van de spinnenfauna (Araneae) in de Latemse Meersen. In: BONTE, D. & GROOTAERT, P.(Editors).Het voorkomen van invertebraten in de Latemse Meersen: een evaluatie in het ka"
"L440","440",2000,1,0,0,"BONTE, D, BAERT, L., RANSY, M., DEKONINCK, W. & GROOTAERT, P., 2000. Spinnen van de Latemse Meersen: soortensamenstelling in functie van het grondgebruik. Nieuwsbrief van de Belgische Arachnologische Vereniging, 14(2-3): 68-82.              "
"L441","441",2000,1,0,0,"BONTE, D., DEKONINCK, W. & GROOTAERT, P., 2000. De spinnenfauna van de Oost-Vlaamse binnenduinen: is er nog een specifieke fauna aanwezig? Nieuwsbr. Belg. Arachnol. Ver. 15(2): 27-36              "
"L442","442",2000,0,0,1,"DE BAKKER, D., BONTE, D., DEKONINCK, W., VERSTEIRT, V. & GROOTAERT, P., 2000. Het effect van natuurontwikkeling op voormalige akkers in Vlaanderen op de spinnenfauna. . Nwsbr.Belg. Arachnol. Ver., 15(3): 57-95.              "
"L443","443",2000,0,1,0,"MAELFAIT, J.-P., BAERT, L., BONTE, D. & HENDRICKX, F., 2000. The richness and paucity of the spider fauna of the Belgian coast. Bulletin  van het Koninklijk belgisch Instituut voor Natuurwetenschappen, Entomologie, 70: 97-107.              "
"L444","444",2000,1,0,0,"VANUYTVEN, H., 2000. Spermophora senoculata (DUGES, 1836), alweer een in België ingevoerde soort (Araneae: Pholcidae). Nwsbr. Belg. Arachnol. Ver.,15(1): 1-2.              "
"L445","445",2000,0,1,0,"VANUYTVEN, H., 2000. De Tijgerspin, Argiope bruennichi, bereikt het noorden van België. Nwsbr. Belg. Arachnol. Ver.,15(1): 13-14.              "
"L446","446",2000,0,0,1,"VERSCHUERE, C. & KUIJKEN, E., 2000. Argiope bruennichi (Tijgerspin) in het natuurreservaat ""de De Gulke Putten"" te Wingene (West-Vlaanderen). Nwsbr. Belg. Arachnol. Ver.,15(1): 15-16.               "
"L447","447",2001,0,1,0,"ALDERWEIRELDT, M., 2001. Does Sitticus striatus Emerton, 1911 occur in Europe? The discovery of the first male. Newsl. Br. Arachnol. Soc., 90: 6.              "
"L448","448",2000,0,0,1,"VAN KEER, J., 2000. Anelosimus aulicus (C.L.Koch, 1838), een nieuwe mediterrane soort voor België (Araneae: Theridiidae). Nwsbr. Belg. Arachnol. Ver.,15(2): 23-26.              "
"L449","449",2001,0,1,0,"BONTE, D., & MAELFAIT, J.-P., 2001. Life history, habitat use and dispersal of a dune wolf spider (Pardosa monticola (CLERCK, 1757) Lycosidae, Araneae) in the Flemish coastal dunes (Belgium). Belgian Journal of Zoology. 131(2): 145-157.              "
"L450","450",2001,0,1,0,"BOSMANS, R & VANUYTVEN, H., 2001. Een herziene soortenlijst van de Belgische Spinnen (Araneae). Nieuwsbrief van de Belgische arachnologische vereniging 16(2): 44-80.              "
"L451","451",2001,0,0,1,"DE BAKKER, D., MAELFAIT, J.-P., BAERT, L. & HENDRICKX, F., 2001. Spider diversity and community structure in the forest of Ename (Eastern Flanders, Belgium). Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Entomologie, 71: 45-54. "
"L452","452",2001,0,0,1,"DEKONINCK, H., 2001. De spinnenfauna van de omgeving van Sankt Vith. Nwsbr.Belg. Arachnol. Ver., 16(1): 20-22."
"L453","453",2001,0,1,0,"GURDEBEKE, S. & MAELFAIT, J.-P., 2001. Het gebruik van spinnen in onderzoek naar effecten van bosfragmentatie. Nwsbr.Belg. Arachnol. Ver., 16(1): 1-5.              "
"L454","454",2001,0,0,1,"HENDRICKX, F. & DE BAKKER, D., 2001.  Een faunistische en ecologische bijdrage tot de spinnenfauna van zuid en oost België. Deel 1. Nwsbr.Belg. Arachnol. Ver., 16(1): 23-34.              "
"L455","455",2001,0,1,0,"HENDRICKX, F., DESENDER, K. & MAELFAIT, J.-P., 2001. Verspreidingspatronen en bedreigingen van de Arthropodenfauna van het Schelde-estuarium. De Levende Natuur 102: 68-69.              "
"L456","456",2001,0,1,0,"HENDRICKX, F., DE COCK, K., DE BAKKER, D. & MAELFAIT, J._P., 2001. Differences in geographic distribution and habitat of some cryptic species in the Pardosa lugubris group (Araneae: Lycosidae) in Belgium. Belg. J. Zool. 131 (2): 61-66.              "
"L457","457",2001,0,0,1,"HENDRICKX, F. & MAELFAIT, J.-P., 2001. Is er een typische spinnenfauna aanwezig in de overstromingsgebieden van het Stedelijk natuurreservaat Bourgoyen-ossemeersen ? Nwsbr.Belg. Arachnol.Ver. 16 (3): 101-106.              "
"L458","458",2001,0,0,1,"HERMANNS, J.-F., 2001. Rapport de l'excursion d'arabel aux anciennes carrières ""Au roches"" à  Chokier-Flemallehaute, le 7 juin 1998. Nwsbr. Belg. Arachnol. Ver., 16(1): 35-38.              "
"L459","459",2001,1,0,0,"LAMBRECHTS, J. & JANSSEN, M., 2001.  De arachnofauna van het Vlaams natuurreservaat  'Houterenberg ""“ Pinnekenswijer'. Nwsbr. Belg. Arachnol.Ver.16(3):87-100.              "
"L460","460",2001,0,0,1,"VAN KEER, K. & VAN KEER, J., 2001. Ingeburgerde exotische trilspinnen (Araneae: Pholcidae) in de Antwerpse haven en enkele algemene bedenkingen bij spinnenmigratie. Nwsbr. Belg. Arachnol. Ver., 16(3): 81-86.              "
"L461","461",1990,0,0,0,"COUVREUR, J.-M., 1990. Le comportement de ""presentation d'un leurre chez Zodarion rubidum (Zodariidae).              "
"L462","462",1989,0,0,1,"DECLEER, K. & BOSMANS, R., 1989. Distribution and ecological aspects of four rare wetland spiders recently reported from Belgium.Bulletin of the British Arachnological Society, 8: 80-88.              "
"L463","463",1998,1,0,0,"BONTE, D., HOFFMANN, M. & MAELFAIT, J.-P., 1998. Resultaten van een onderzoek naar aeronautisch actieve spinnen in het duingebied van Oostduinkerke (West-Vlaanderen). Nieuwsbrief van de Belgische Arachnologische Vereniging, 13(3): 77-85.              "
"L464","464",1998,0,1,0,"COLLING, G., 1998. Notes arachnologiques 1986-1997 Luxembourg et régions belges et franà§aises limitrophes). Bull. Soc. nat. Lux., 99: 201-204.              "
"L465","465",1998,1,0,0,"DE BAKKER, D., MAELFAIT, J.-P., HENDRICKX, F., VAN WAESBERGHE, D., DE VOS, B., THYS, S. & DE BRUYN, L., 1998. Relatie tussen bodemkwaliteit en spinnenfauna van Vlaamse Bossen: een eerste analyse. Nieuwsbrief van de Belgische Arachnologische Vereniging, 13"
"L466","466",1999,0,1,0,"BONTE, D., BAERT, L., RANSY, M., DEKONINCK, W. & GROOTAERT, P., 1999. Spinnen van de Latemse Meersen: soortensamenstelling in functie van het grondgebruik. ). Nieuwsbrief van de Belgische Arachnologische Vereniging, 14(2-3): 68-82.              "
"L467","467",1999,0,0,1,"BRUGE, H., 1999. Espèces intéressantes observées à  Ellezelles en 1999: Scytodes thoracica et Argiope bruennechi (Araneae), Conocephalus discolor (Ins. Orthoptera). Bulletin de la Société royale Belge d' Entomologie, 135: 187-189.              "
"L468","468",1999,1,0,0,"DE BAKKER, D. & MAELFAIT, J.-P., 1999. Enkele zeldzame spinnen uit Vlaamse bossen. ). Nieuwsbrief van de Belgische Arachnologische Vereniging, 14(1): 8-13.               "
"L469","469",1999,0,0,1,"DE BAKKER, D., DEFORT, T. & MAELFAIT, J.-P., 1999. De spinenfauna van een oude Leiearm te Grammene (Oost-Vlaanderen). ). Nieuwsbrief van de Belgische Arachnologische Vereniging, 14(2-3): 58-67.              "
"L470","470",1999,1,0,0,"DELHEZ, F., DETHIER, M. & HUBART, J.-M., 1999. Contribution à  la connaissance de la faune des grottes de Wallonie. Bulletin des Chercheurs de la Wallonie, XXXIX : 27-54.              "
"L471","471",1999,0,0,1,"HUBART, J.-M. & DETHIER, M., 1999. La faune troglobie de Belgique: état actuel des connaissances et perspectives. Bulletin S.R.B.E./K.B.V.E., 135 : 164-178.              "
"L472","472",1999,0,0,1,"KEKENBOSCH, R., 1999. Nouvelle contribution à  la connaissance de l'aranéofaune de l'agglomération bruxelloise: le site du ""Broek"" à  Uccle. ). Nieuwsbrief van de Belgische Arachnologische Vereniging, 14(1): 17-23.              "
"L473","473",1999,0,0,1,"LAMBRECHTS, J., 1999. Een populatie Pardosa agrestis (Lycosidae) aan de bezinkingsputten van Tienen. Nieuwsbrief van de Belgische Arachnologische Vereniging, 14(1): 14-16.              "
"L474","474",2000,1,0,0,"BONTE, D., 2000. Spinnen van de binnenduinen van Oost-Vlaanderen: soortensamenstelling, ecologische groepen en evaluatie van de verschillende onderzochte gebieden. In: DEKONINCK, W., BONTE, D. & GROOTAERT, P.(Editors).Onderzoek naar herstelmogelijkheden t"
"L475","475",2000,0,1,0,"BONTE, D., MAELFAIT, J.-P. & HOFFMANN, M., 2000. Seasonal and diurnal migration patterns of the spider (Araneae) fauna of coastal grey dunes. Ekolà³gia (Bratislava), 16 (Supplement 4): 5-16.              "
"L476","476",2000,0,0,1,"BOSMANS, R., 2000. De Tijgerspin of Argiope bruennichi (Araneae: Araneidae). Een recente aanwinst voor de Antwerpse fauna, met opmerkingen over de recente kolonisatie en de verspreiding in Vlaanderen. Antwerpse Koepel voor Natuurstudie ""“ Jaarboek 2000: 1"
"L477","477",2000,1,0,0,"DE BAKKER, D., MAELFAIT, J.-P., HENDRICKX, F., VAN WAESBERGHE, D., DE VOS, B., THYS, S. & DE BRUYN, L., 2000. A first analysis on the relationship between forest soil quality and spider (Araneae) communities of Flemish forest stands. Ekolà³gia (Bratislava"
"L478","478",2000,0,0,1,"DETHIER, M. & HUBART, J.-M., 2000. La collection Delhez. 2. Corrigenda et addenda. Bulletin des Chercheurs de la Wallonie, XL : 17-35.              "
"L479","479",2000,0,1,0,"GURDEBEKE, S., NEIRINCK, B. & MAELFAIT, J.-P., 2000. Population genetic effects of forest fragmentation in Flanders (Belgium) on Coelotes terrestris (WIDER) (Araneae: Agelenidae) as revealed by allozymes and RAPD. Ekolà³gia (Bratislava), 19 (Supplement 3)"
"L480","480",2000,1,0,0,"JANSSEN, M. & POOT, P., 2000. Bijna de halve Vlaamse spinnenfauna aanwezig in de Ziepbeekvallei (Limburg, België). Nieuwsbrief van de Belgische Arachnologische Vereniging,15 (2): 37 - 52.              "
"L481","481",2001,1,0,0,"DE BAKKER, D., BAERT, L. & MAELFAIT, J.-P., 2001. Spinnen van de snelwegberm te Waasmunster. In: DEKONINCK, W. & GROOTAERT, P.(Editors).Onderzoek naar de faunistische waarde van de autosnelwegberm te Waasmunster. Pp 15-22. (Rapport)              "
"L482","482",2001,1,0,0,"DE BAKKER, D., DESENDER, K., GROOTAERT, P. & BAERT, L. 2001.Inventarisatie en determinatie van ongewervelden als ecologische indicatoren in Vlaamse integrale bosreservaten.1. Het belang van integrale bosreservaten voor arboricole en bodembewonende spinnen"
"L483","483",2001,1,0,0,"DEKONINCK, W., VERSTEIRT, V. & GROOTAERT, P., 2001. Effecten van spontane verbossing en aanplanten op voormalige akkers op de aanwezige spinnenfauna. In:  DEKONINCK, W., VERSTEIRT, V. & GROOTAERT, P.(Editors).Praktijkgericht onderzoek naar kansen en belan"
"L484","484",2001,0,0,1,"LAMBRECHTS, J., 2001. Nog een zuidelijke soort in opmars: de Tijgerspin! Natuurpunt Oost Brabant, Jaarboek 2001: 70-75.              "
"L485","485",2002,0,0,1,"ALDERWEIRELDT, M., 2002. Reizende Salticidae: Pellenes geniculatus (Simon, 1868) nieuw voor de Belgische fauna (Araneae, Salticidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 17 (3): 65-66.              "
"L486","486",2002,0,1,0,"BONTE, D., BAERT, L. & MAELFAIT, J.-P., 2002. Spider assemblage structure and stability in a heterogeneous coastal dune system (Belgium). The Journal of Arachnology, 30: 331-343.              "
"L487","487",2002,0,1,0,"BONTE, D., DEKONINCK, W. & POLLET, M., 2002. Duinstruwelen als habitat voor insecten en spinnen. De Levende Natuur, 103(3): 95-97              "
"L488","488",2002,1,0,0,"BONTE, D., CRIEL, P., BAERT, L. & DE BAKKER, D., 2002. The invasive occurence of the Mediterranean dwarfspider Diplocephalus graecus (O.P.-Cambridge, 1872) in Belgium (Araneae: Linyphiidae). Belgian Journal of Zoology, 132(2): 171-173.              "
"L489","489",2002,0,1,0,"DE BAKKER, D. & MAELFAIT, J.-P., 2002. Bosbeheer en Biodiversiteit. Deel 12: bosbeheer en spinnen. De Boskrant, 32(1): 26-31.              "
"L490","490",2002,0,1,0,"DE BAKKER, D., DESENDER, K. & HEIRBAUT, W., 2002. Inventarisatie en determinatie van ongewervelden als ecologische indicatoren in Vlaamse integrale bosreservaten. 4. Het belang van integrale bosreservaten voor arboricole en bodembewonende spinnen en loopk"
"L491","491",2002,1,0,0,"DE BAKKER, D., MAELFAIT, J.-P. & BAERT, L., 2002. The spider fauna (Araneae) of the forest reserve 'Beiaardbos' (Eastern Flanders, Belgium). Bulletin van de Koninklijke Belgische Entomologische Vereniging, 138(1): 38-44.              "
"L492","492",2002,1,0,0,"DE BAKKER, D., GURDEBEKE, S., VANLANDUYT, N. & MAELFAIT, J.-P., 2002. De spinnenfauna (Araneae) van een aantal bossen in de omgeving van Gent. Nieuwsbrief van de Belgische Arachnologische Vereniging, 17(1): 1-14.              "
"L493","493",2002,0,1,0,"DE BAKKER, D., MAELFAIT, J.-P. DESENDER, K., HENDRICKX, F. & DE VOS, B., 2002. Regional variation in spider diversity of Flemish forest stands. In: Toft, S. & Scharff, N. (eds.). European Arachnology. Proceedings of the 19th Colloquium of Arachnology. Aar"
"L494","494",2002,0,1,0,"GELLYNCK, K., DE BAKKER, D., VAN NIMMEN, E., MERTENS, J. & KIEKENS, P.,2002. Research and development of spider silk for biomedical applications. Faculty of Applied Sciences , PhD-symposium, Ghent University, 2pp.              "
"L495","495",2002,0,1,0,"GURDEBEKE, S. & MAELFAIT, J.-P., 2002. Pitfall trapping in population genetics studies: finding the right ""solution"". Journal of Arachnology, 30: 255-261.              "
"L496","496",2002,0,1,0,"GURDEBEKE, S., MAELFAIT, J.-P.& BACKELJAU, T., 2002. Contrasting allozyme and RAPD variation in spider populations from patchy forest habitats. Genetica 1831:1-8.              "
"L497","497",2002,0,0,1,"HENDRICKX, F., DE BAKKER, D., GOFFIN, A. & BOSMANS, R., 2002. Atypus piceus (SULZER, 1776) : A new and second mygalomorph spider for Belgium. Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 138: 129-132.              "
"L498","498",2002,0,0,1,"LAMBRECHTS, J., & GUELINCK, R., 2002. Een overzicht van  bijzondere waarnemingen in Zuidoost-Brabant in 2002.  Natuurpunt Oost-Brabant Jaarboek: 32-41.            "
"L499","499",2002,1,0,0,"LAMBRECHTS, J. & JANSSEN, M., 2002.  Spinnen in het stuifzand; de arachnofauna van de ""Oudsberg"" in Meeuwen. Nieuwsbrief van de Belgische Arachnologische Vereniging, 17 (2): 28 ""“ 49.              "
"L500","500",2002,0,0,1,"LAMBRECHTS, J., JANSSEN, M. & HENDRICKX, F., 2002.  4 nieuwe spinnensoorten voor de Belgische fauna. Nieuwsbrief van de Belgische Arachnologische Vereniging, 17 (3): 74 ""“79.              "
"L501","501",2002,1,0,0,"JANSSEN, M., 2002. Verslag van de ARABEL-excursie in het Vlaams Natuurreservaat ""Mijnterril"" te Heusden- Zolder (Limburg, België) op 16 juni 2001. Nieuwsbrief van de Belgische Arachnologische Vereniging, 17 (2): 25 - 27.                "
"L502","502",2002,0,0,1,"RADERMECKER, A., 2002. Araignées des palses de la reserve naturelle domaniale des Hautes Fagnes (Brackvenn, Eupen, Belgique). Nieuwsbrief van de Belgische Arachnologische Vereniging,17 (1): 15-21.                "
"L503","503",2002,0,1,0,"VANACKER, D., DEROOSE, K., MAES, L. & MAELFAIT, J.-P., 2002. Wat is de functie van het web bij de dwergspin Oedothorax gibbosus (Blackwall, 1841)? Nieuwsbrief van de Belgische Arachnologische Vereniging, 17(2): 50-59.              "
"L504","504",2002,0,1,0,"VANACKER, D., MAELFAIT, J.-P. & HENDRICKX, F., 2002. Kiest tuberosus vlugger de optimale vochtigheidsconditie dan gibbosus in de mannelijk-dimorfische Oedothorax gibbosus (Blackwall, 1841) (Erigoninae, Araneae), Nieuwsbrief van de Belgische Arachnologisch"
"L505","505",2002,0,1,0,"VAN NIMMEN, E., GELLYNCK, K., DE BAKKER,D., GHEYSENS, T., MERTENS, J., KIEKENS, P., VAN LANGENHOVE, L., 2002. Research and development of spider silk for biomedical applications. Proceedings SEM Annual Conference on Experimental and Applied Mechanics, Bio"
"L506","506",2002,0,1,0,"VANUYTVEN, H., 2002. Pleidooi voor een meer verantwoord arachnologisch onderzoek. Nieuwsbrief van de Belgische Arachnologische Vereniging, 17(3): 67-73.              "
"L507","507",2003,0,0,1,"ALDERWEIRELDT, M., 2003. Spinnenvangsten (Araneae) in de vallei van de Bovenschelde. Nieuwsbrief van de Belgische Arachnologische Vereniging, 18(1): 20-25.              "
"L508","508",2003,0,1,0,"BONTE, D., & MERTENS, J., 2003. The temporal and spatial relationship between stenotypic dwarf spiders  (Erigoninae: Araneae) and their prey (Isotomidae:  Collembola) in coastal grey dunes: A numerical  aggregative response or common microhabitat preferen"
"L509","509",2003,0,1,0,"BONTE, D., DE BLAUWE, I. & MAELFAIT, J.-P., 2003.  Environmental and genetic background of tiptoe-initiating behaviour in the dwarfspider Erigone atra. Animal Behaviour,  66: 169-174.            "
"L510","510",2003,0,1,0,"BONTE, D., CRIEL, P., VAN THOURNOUT, I. & MAELFAIT, J.- P., 2003.  Regional and local variation of spider assemblages (Araneae)  from coastal grey dunes along the North Sea. Journal of  Biogeography, 30: 901-911.           "
"L511","511",2003,0,1,0,"BONTE, D., VANDENBROECKE, N., LENS, L. & MAELFAIT, J.-P.,  2003. Low  propensity for aerial dispersal in specialist  spiders from fragmented landscapes. Proeedings of the Royal Society of London B:              "
"L512","512",2003,0,1,0,"BONTE, D., LENS, L., MAELFAIT, J.-P., HOFFMANN, M. & KUIJKEN, E.,  2003. Patch quality and connectivity influence spatial  dynamics in a dune wolfspider.Oecologia, 135: 227-233.            "
"L513","513",2003,0,1,0,"DE BAKKER, D., 2003. Soortenlijst. In. BAETE et al.  Bosreservaat Kerrslaersplein; Basisrapport: 149-150.             "
"L514","514",2003,1,0,0,"DE BAKKER, D., BAERT, L. & MAELFAIT, J.-P., 2003. Spinnen  Araneae). In: BONTE & GROOTAERT. Onderzoek naar  herstelmogelijkheden t.b.v. het behoud van de specifieke  entomofauna van de landduinen in Oost-Vlaanderen: natte  gebieden. Rapport ENT.2003.01: 2"
"L515","515",2003,1,0,0,"DE BAKKER, D., DESENDER, K., VAN DE KERKHOVE, P. & MAELFAIT, J.-P., 2003. The spider fauna (Araneae) of  ecological  valuable alluvial forests: the case of the  'Raspaille-Moerbeke-Karkoolbos' complex (Eastern  Flanders, Belgium). Bulletin van de Koninkli"
"L516","516",2003,1,0,0,"DEKONINCK, W. & DE BAKKER, D., 2003(2001). Ongewervelden in het Rodebos: een opmerkelijke spinnen (Araneae)- en mierenfauna (Hymenoptera: Formicidae)(Invertebrates in the 'Rodebos': a remarkable spider (Araneae) and antfauna (Hymenoptera: Formicidae)(in D"
"L517","517",2003,1,0,0,"ERENS, G., JANSSEN, M., STASSEN, E. & VANKERKHOVEN, F.,  2003 Opmerkelijke ongewervelden op de Tiendeberg. Likona  Jaarboek 2002, 12: 32-39.           "
"L518","518",2003,0,1,0,"GURDEBEKE, S., DE BAKKER, D., VANLANDUYT, N. & MAELFAIT,  J.-P.,  2003. Plans for a large regional forest in eastern  Flanders (Belgium): assessment of spider diversity and  community structure in the current forest remnants.  Biodiversity and Conservatio"
"L519","519",2003,0,0,1,"HENDRICKX, F., DE BAKKER, D. & DE KONINCK, H., 2003.  Centromerus levitarsis, a new linyphiid spider for the  Belgian fauna (Araneae). Bulletin van de Koninklijke  Belgische Vereniging voor Entomologie, 139(7-12): 190- 193          "
"L520","520",2003,1,0,0,"LAMBRECHTS, J.,STASSEN, E., IINDHERBERG, M., VAN DE GENACHTE, G., JANSSEN, M. & GABRIà‹LS, J., 2003. De rijke fauna van het mijnterrein van Eisden-Lanklaar. Likona jaarboek 2003, 13: 42-63.              "
"L521","521",2003,0,1,0,"VANACKER, D., MAES, L., PARDO, S., HENDRICKX, F. & MAELFAIT,J.-P.,  2003. Is the hairy groove in the gibbosus male morph of  Oedothorax gibbosus (Blackwall, 1841)a nuptial feeding  device? The Journal of Arachnology,31:309-315.           "
"L522","522",2003,0,1,0,"VANACKER, D., VANDEN BORRE, J., JONCKHEER, A., MAES, L., PARDO, S., HENDRICKX, F. & MAELFAIT, J.-P., 2003. Dwarf spiders (Erigoninae, Linyphiidae, Araneae): good candidates for evolutionary research. Belgian Journal of Zoology, 133(2): 143-149.           "
"L523","523",2003,0,1,0,"VANDEN BORRE, J., MAELFAIT, J.-P. & BOSMANS , R., 2003. De genera Diplocephalus, Savignia en Erigonella (Araneae, linyphiidae, Erigoninae) in België: een beknopte literatuurstudie. Nieuwsbrief van de Belgische Arachnologische Vereniging,18(1): 1-19.      "
"L524","524",2003,1,0,0,"VERSTEIRT, V., DEKONINCK, W., DE BAKKER, D., POLLET, M.,  PAULY, A.  & GROOTAERT, P., 2003. The effects of nature restoration  on  the entomofauna in former arable lands: restoration of  brackish grasslands in the ""Uitkerkse Polder"" Blankenberge).  Bullet"
"L525","525",2004,1,0,0,"BAERT, L., 2004. Enkele interessante spinnenvangsten in het Oosten van ons land (Kort bericht). Nieuwsbrief van de Belgische Arachnologische Vereniging, 19(3): 83-84.              "
"L526","526",2004,0,1,0,"BONTE, D., BAERT, L., LENS, L. & MAELFAIT, J.P., 2004. Effects of aerial dispersal, habitat specialisation, and landscape structure on spider distribution across fragmented grey dunes. Ecography, 27: 343-349.              "
"L527","527",2004,0,1,0,"BONTE, D., LENS, L. & MAELFAIT, J.P., 2004.Lack of homeward orientation and increased mobility result in high emigration rates from low-quality fragments in a dune wolf spider.Journal of Animal Ecology, 73: 643-650.              "
"L528","528",2004,0,1,0,"BONTE, D. & MAELFAIT, J.-P., 2004. Colour variation and crypsis in relation to habitat selection in males of the crab spider Xysticus sabulosus (Hahn, 1832) (Araneae: Thomisidae). Belgian Journal of Zoology, 134(2/1): 3-7.               "
"L529","529",2004,0,1,0,"BONTE, D., CRIEL, P., VANHOUTTE, L., VAN THOURNOUT, I. & MAELFAIT, J.-P., 2004.The importance of habitat productivity, stability and heterogeneity for spider species richness in coastal grey dunes along the North Sea and its implications for conservation."
"L530","530",2004,0,1,0,"BONTE, D., 2004. Spinnen in grasland en ""“mosduinfragmenten in de Vlaamse kustduinen: het belang van oppervlakte en interne structuurvariatie. In: Hermy, M., De Blust, G. & Slootmakers, M (red.). Natuurbeheer. Davidsfonds i.s.m. Argus, Natuurpunt en Insti"
"L531","531",2004,0,1,0,"BONTE, D., MAELFAIT, J.-P. & BAERT, L., 2004. Determining spider species richness in fragmented coastal dune habitats by extrapolation and estimation (Araneae). In: SAMU, F.& SZINETAR, Cs. (eds.). European Arachnology 2002: 189-197.              "
"L532","532",2004,0,1,0,"BONTE, D., BAERT, L. & MAELFAIT, J.-P., 2004. Spinnen (Araneae) van de Vlaamse kustduinen: grote diversiteit in soorten en vormen. In: PROVOOST, S. & BONTE, D. (red.). Levende duinen. Een overzicht van de biodiversiteit in de Vlaamse kuststreek. Mededelin"
"L533","533",2004,1,0,0,"DESENDER,K.,GROOTAERT,P., DEKONINCK,W., BAERT,L.,DE BAKKER, D., PAULY,A.& MAELFAIT,J.-P., 2004. Evaluatie van de natuurwaarden en het graslandbeheer van de bermen langs de noordelijke ring rond Brussel. Bulletin van de Koninklijke Belgische Vereniging voo"
"L534","534",2004,1,0,0,"LAMBRECHTS, J., JANSSEN, M. & ZWAENEPOEL, A. 2004. Geen typische bos-spinnenfauna in het calmeynbos (De Panne, west-Vlaanderen). Nieuwsbrief van de Belgische Arachnologische Vereniging, 19(3): 64-77.              "
"L535","535",2004,0,1,0,"MAELFAIT, J.-P. , BAERT, L., BONTE, D., DE BAKKER, D.,GURDEBEKE,  S. & HENDRICKX, F., 2004. The use of spiders as indicators  of habitat quality and anthropogenic disturbance in Flanders,  Belgium. In: SAMU, F. & SZINETAR, Cs. (eds.). European  Arachnolog"
"L536","536",2004,0,1,0,"MAES, L., VANACKER, D., PARDO, S. & MAELFAIT, J.-P., 2004. Comparative study of courtship and copulation in five  Oedothorax species. Belgian Journal of Zoology, 134(2/1):  39-35.            "
"L537","537",2004,0,1,0,"VANACKER, D., HENDRICKX, F., MAES, L., VERRAES, P. & MAELFAIT,  J.-P., 2004.Can multiple mating compensate for slower  development and longer adult life in a male Dimorphic dwarf  spider? Biological Journal of the Linnean Society, 82:  269-273.          "
"L538","538",2004,0,1,0,"VANACKER, D., DEROOSE, K., PARDO, S., BONTE, D. & MAELFAIT, J.-P.,  2004.Cannibalism and prey sharing among juveniles of the  spider Oedothorax gibbosus spiders (Blackwall, 1841)  (Erigoninae, Linyphiidae, Araneae).Belgian Journal of  Zoology, 134(2/1): 2"
"L539","539",2004,0,1,0,"VANACKER, D., PARDO, S. & MAELFAIT, J.-P., 2004. Different forms  of cannibalism in the dwarf spider Oedothorax gibbosus  (Blackwall, 1841). SAMU,F. & SZINETàR C.S. (Eds.),European  Arachnology 2002: 117-126.           "
"L540","540",2004,0,1,0,"VANDEN BORRE, J., BONTE, D. & MAELFAIT, J.-P., 2004. Aëronautisch  gedrag ('ballooning') bij spinnen (Araneae). Nieuwsbrief van  de Belgische Arachnologische Vereniging,19 (1): 1-24.            "
"L541","541",2004,1,0,0,"VAN KEER, K., 2004. Het ""monster van Loch Ness"" onder de Belgische spinnen (Eresus sp.) terug waargenomen. Nieuwsbrief van de Belgische Arachnologische Vereniging, 19(3): 78-79.              "
"L542","542",2004,1,0,0,"VANUYTVEN, H., 2004. Achaearanea acoreensis (BERLAND, 1932), een zuiderse immigrant (Araneae, Theridiidae)(Kort bericht). Nieuwsbrief van de belgische Arachnologische Vereniging, 19(3): 85.              "
"L543","543",2005,1,0,0,"DE BAKKER, D., BAERT, L., DEKONINCK, W. & DE KONINCK, H., 2005. The impact of spontaneous and induced afforestation on spider diversity in the'Voeren'- region. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen: Entomologie, 75: 235-2"
"L544","544",2005,1,0,0,"DE GRUYTER, J. & VERBIST, R., 2005. De Aardspin (Atypus affinis Eichwald): twee nieuwe vondsten in Kessel en Nijlen met aantekeningen over de constructie van de nestcomplexen en het gedrag. Nieuwsbrief van de Belgische  Arachnologische Vereniging, 20(1): "
"L545","545",2005,0,0,1,"DEKONINCK, H., 2005. De verspreiding van Pirata knorri (Scopoli, 1763) in de vallei van de Our. Nieuwsbrief van de Belgische Arachnologische Vereniging, 20(1): 1-3."
"L546","546",2005,1,0,0,"DESENDER, K., BAERT, L. & MAELFAIT, J.P., 2005. Evaluation of the effects of recent nature development measures in the Yser Estuary on ground beetle and spider assemblages. In: HERRIER, J.L. et al.(Eds.). Proceedings 'Dunes and Estuaries 2005' ""“ Internat"
"L547","547",2005,0,1,0,"HOFFMANN, M., ADAM, S., BAERT, L. et al., 2005. Integrated monitoring of nature restoration along ecotones, the example of the Yser Estuary. In: HERRIER, J.L. et al.(Eds.). Proceedings 'Dunes and Estuaries 2005' ""“ International Conference on Nature Resto"
