"ID","FN","FA","SA + SYN","SZ + SYN","SNL","FSC","SC","FC","VL","RL","RL-C (E)","RL-C (NL)","RL-C (ci)","HAB (NL)","HAB (E)","SZ","PRESENT"
386,32,"TETRAGNATHIDAE","Tetragnatha reimoseri (ROSCA, 1939)","Tetragnatha reimoseri","Staartstrekspin","TETTEREIM","TEREIM","TET","FL","RL","CR","KR",1,"Mr","Mr","Tetragnatha reimoseri",1
387,32,"TETRAGNATHIDAE","Tetragnatha striata L. KOCH, 1862","Tetragnatha striata","Rietstrekspin","TETTESTRI","TESTRI","TET","FL","RL","EN","IG",2,"Mr","Mr","Tetragnatha striata",1
318,30,"THERIDIIDAE","Achaearanea lunata (CLERCK, 1757)","Achaearanea lunata",,"THIACLUNA","ACLUNA","THI","FL",,"NT","NB",6,,"-","Achaearanea lunata",1
319,30,"THERIDIIDAE","Achaearanea riparia (BLACKWALL, 1834)","Achaearanea riparia","Bermkogelspin","THIACRIPA","ACRIPA","THI","FL","RL","VU","KW",3,"Gsdom","Godba","Achaearanea riparia",1
320,30,"THERIDIIDAE","Achaearanea simulans (THORELL, 1875)","Achaearanea simulans",,"THIACSIMU","ACSIMU","THI","FL",,"NT","NB",6,,"-","Achaearanea simulans",1
321,30,"THERIDIIDAE","Achaearanea tepidariorum (C.L. KOCH, 1841)","Achaearanea tepidariorum",,"THIACTEPI","ACTEPI","THI","FL",,"NT","NB",6,,"-","Achaearanea tepidariorum",1
322,30,"THERIDIIDAE","Achaearanea veruculata (URQUHART, 1885)","Achaearanea veruculata",,"THIACVERU","ACVERU","THI","FL",,"NT","NB",6,,"-","Achaearanea veruculata",1
323,30,"THERIDIIDAE","Anelosimus aulicus (C.L. KOCH, 1838)","Anelosimus aulicus","Schijfhandje","THIANAULI","ANAULI","THI","FL","RL","RG","GB",5,"N","N","Anelosimus aulicus",1
324,30,"THERIDIIDAE","Anelosimus pulchellus (WALCKENAER, 1802)","Anelosimus pulchellus","Volslanke kogelspin","THIANPULC","ANPULC","THI","FL","RL","RG","GB",5,"N","N","Anelosimus pulchellus",1
325,30,"THERIDIIDAE","Anelosimus vittatus (C.L. KOCH, 1836)","Anelosimus vittatus",,"THIANVITT","ANVITT","THI","FL",,"NT","NB",6,,"-","Anelosimus vittatus",1
326,30,"THERIDIIDAE","Carniella brignolii Thaler & Steinberger, 1988","Carniella brignolii",,"THICABRIG","CABRIG","THI",,,"NT","NB",6,,"-","Carniella brignolii",1
327,30,"THERIDIIDAE","Crustulina guttata (WIDER, 1834)","Crustulina guttata","Gevlekt raspspinnetje","THICRGUTT","CRGUTT","THI","FL","RL","VU","KW",3,"Gsdp","Godt","Crustulina guttata",1
328,30,"THERIDIIDAE","Crustulina sticta (O.P.-CAMBRIDGE, 1861)","Crustulina sticta","Egaal raspspinnetje","THICRSTIC","CRSTIC","THI","FL","RL","CR","KR",1,"Ms","Mo","Crustulina sticta",1
329,30,"THERIDIIDAE","Dipoena coracina (C.L. KOCH, 1841)","Dipoena coracina",,"THIDICORA","DICORA","THI",,,"NT","NB",6,,"-","Dipoena coracina",1
330,30,"THERIDIIDAE","Dipoena erythropus (SIMON, 1881)","Dipoena erythropus",,"THIDIERYT","DIERYT","THI",,,"NT","NB",6,,"-","Dipoena erythropus",1
331,30,"THERIDIIDAE","Dipoena inornata (O.P.-CAMBRIDGE, 1861)","Dipoena inornata","Zijden galgspin","THIDIINOR","DIINOR","THI","FL","RL","CR","KR",1,"Hd","Hd","Dipoena inornata",1
332,30,"THERIDIIDAE","Dipoena melanogaster (C.L. KOCH, 1845)","Dipoena melanogaster","Gemarmerde galgspin","THIDIMELA","DIMELA","THI","FL","RL","EN","IG",2,"Gsdd","Godd","Dipoena melanogaster",1
333,30,"THERIDIIDAE","Dipoena prona (MENGE, 1868)","Dipoena prona","Neusgalgspin","THIDIPRON","DIPRON","THI","FL","RL","EN","IG",2,"Gsdd","Godd","Dipoena prona",1
334,30,"THERIDIIDAE","Dipoena tristis (HAHN, 1833)","Dipoena tristis","Zwarte galgspin","THIDITRIS","DITRIS","THI","FL","RL","CR","KR",1,"Gsdd","Godd","Dipoena tristis",1
335,30,"THERIDIIDAE","Enoplognatha latimana HIPPA & OKSALA, 1982","Enoplognatha latimana",,"THIENLATI","ENLATI","THI","FL",,"NT","NB",6,,"-","Enoplognatha latimana",1
336,30,"THERIDIIDAE","Enoplognatha mordax (THORELL, 1875) (=E. crucifera en E. schaufussi)","Enoplognatha mordax","Schorrentandkaak","THIENMORD","ENMORD","THI","FL","RL","VU","KW",3,"Gsdd","Godd","Enoplognatha mordax",1
337,30,"THERIDIIDAE","Enoplognatha oelandica (THORELL, 1875)","Enoplognatha oelandica","Gemarmerde tandkaak","THIENOELA","ENOELA","THI","FL","RL","EN","IG",2,"Gsdd","Godd","Enoplognatha oelandica",1
338,30,"THERIDIIDAE","Enoplognatha ovata (CLERCK, 1757)","Enoplognatha ovata",,"THIENOVAT","ENOVAT","THI","FL",,"NT","NB",6,,"-","Enoplognatha ovata",1
339,30,"THERIDIIDAE","Enoplognatha pallens BLACKWALL, 1834 (=Paidiscura p. (BLACKWALL))","Enoplognatha pallens (=Paidisura p.)",,"THIENPALL","ENPALL","THI","FL",,"NT","NB",6,,"-","Enoplognatha pallens",1
340,30,"THERIDIIDAE","Enoplognatha tecta (KEYSERLING, 1884) (=E. caricis)","Enoplognatha tecta","Moerastandkaaak","THIENTECT","ENTECT","THI","FL","RL","RG","GB",5,"N","N","Enoplognatha tecta",1
341,30,"THERIDIIDAE","Enoplognatha thoracica (HAHN, 1833)","Enoplognatha thoracica",,"THIENTHOR","ENTHOR","THI","FL",,"NT","NB",6,,"-","Enoplognatha thoracica",1
342,30,"THERIDIIDAE","Episinus angulatus (BLACKWALL, 1836)","Episinus angulatus",,"THIEPANGU","EPANGU","THI","FL",,"NT","NB",6,,"-","Episinus angulatus",1
343,30,"THERIDIIDAE","Episinus truncatus LATREILLE, 1809","Episinus truncatus","Egale kabelspin","THIEPTRUN","EPTRUN","THI","FL","RL","CR","KR",1,"Gsdd","Godd","Episinus truncatus",1
344,30,"THERIDIIDAE","Euryopis flavomaculata (C.L. KOCH, 1836)","Euryopis flavomaculata","Geelvlekjachtkogelspin","THIEUFLAV","EUFLAV","THI","FL","RL","VU","KW",3,"Gsdv","Godr","Euryopis flavomaculata",1
345,30,"THERIDIIDAE","Euryopis laeta (WESTRING, 1861)","Euryopis laeta",,"THIEULAET","EULAET","THI",,,"NT","NB",6,,"-","Euryopis laeta",1
346,30,"THERIDIIDAE","Pholcomma gibbum (WESTRING, 1851)","Pholcomma gibbum","Pantserkogelspin","THIPHGIBB","PHGIBB","THI","FL","RL","VU","KW",3,"Gsdv","Godr","Pholcomma gibbum",1
347,30,"THERIDIIDAE","Robertus arundineti (O.P.-CAMBRIDGE, 1871)","Robertus arundineti","Moerasmolspin","THIROARUN","ROARUN","THI","FL","RL","EN","IG",2,"Gsnv","Gowr","Robertus arundineti",1
348,30,"THERIDIIDAE","Robertus kuehnae BAUCHHENS & UHLENHAUT, 1993","Robertus kuehnae","Kühns molspin","THIROKUEH","ROKUEH","THI","FL","RL","IN","OG",4,"X","X","Robertus kuehnae",1
349,30,"THERIDIIDAE","Robertus lividus (BLACKWALL, 1836)","Robertus lividus",,"THIROLIVI","ROLIVI","THI","FL",,"NT","NB",6,,"-","Robertus lividus",1
350,30,"THERIDIIDAE","Robertus neglectus (O.P.-CAMBRIDGE, 1871)","Robertus neglectus","Vergeten molspin","THIRONEGL","RONEGL","THI","FL","RL","VU","KW",3,"Blnz","Fdwv","Robertus neglectus",1
351,30,"THERIDIIDAE","Robertus scoticus JACKSON, 1914","Robertus scoticus",,"THIROSCOT","ROSCOT","THI","FL","RL","RG","GB",5,"Z","S","Robertus scoticus",1
352,30,"THERIDIIDAE","Steatoda albomaculata (DE GEER, 1778)","Steatoda albomaculata","Gevlekte steatoda","THISTALBO","STALBO","THI","FL","RL","VU","KW",3,"Hd","Hd","Steatoda albomaculata",1
353,30,"THERIDIIDAE","Steatoda bipunctata (LINNAEUS, 1758)","Steatoda bipunctata",,"THISTBIPU","STBIPU","THI","FL",,"NT","NB",6,,"-","Steatoda bipunctata",1
354,30,"THERIDIIDAE","Steatoda grossa (C.L. KOCH, 1838)","Steatoda grossa",,"THISTGROS","STGROS","THI","FL",,"NT","NB",6,,"-","Steatoda grossa",1
355,30,"THERIDIIDAE","Steatoda phalerata (PANZER, 1801)","Steatoda phalerata","Heidesteatoda","THISTPHAL","STPHAL","THI","FL","RL","VU","KW",3,"Hd","Hd","Steatoda phalerata",1
356,30,"THERIDIIDAE","Steatoda triangulosa (WALCKENAER, 1802)","Steatoda triangulosa",,"THISTTRIA","STTRIA","THI","FL",,"NT","NB",6,,"-","Steatoda triangulosa",1
358,30,"THERIDIIDAE","Theridion bellicosum (SIMON, 1873) (=Rugathodes b. (SIMON))","Theridion bellicosum",,"THITHBELL","THBELL","THI",,,"NT","NB",6,,"-","Theridion bellicosum",1
359,30,"THERIDIIDAE","Theridion bimaculatum (LINNAEUS, 1767)","Theridion bimaculatum",,"THITHBIMA","THBIMA","THI","FL",,"NT","NB",6,,"-","Theridion bimaculatum",1
360,30,"THERIDIIDAE","Theridion blackwalli O.P.-CAMBRIDGE, 1870","Theridion blackwalli",,"THITHBLAC","THBLAC","THI","FL",,"NT","NB",6,,"-","Theridion blackwalli",1
361,30,"THERIDIIDAE","Theridion familiare O.P.-CAMBRIDGE, 1871","Theridion familiare",,"THITHFAMI","THFAMI","THI","FL",,"NT","NB",6,,"-","Theridion familiare",1
362,30,"THERIDIIDAE","Theridion hannoniae DENIS, 1944","Theridion hannoniae",,"THITHHANN","THHANN","THI","FL",,"NT","NB",6,,"-","Theridion hannoniae",1
363,30,"THERIDIIDAE","Theridion hemerobius Simon, 1914","Theridion hemerobius",,"THITHHEMO","THHEMO","THI","FL",,"NT","NB",6,,"-","Theridion hemerobius",1
364,30,"THERIDIIDAE","Theridion impressum L. KOCH, 1881","Theridion impressum",,"THITHIMPR","THIMPR","THI","FL",,"NT","NB",6,,"-","Theridion impressum",1
365,30,"THERIDIIDAE","Theridion instabile O.P.-CAMBRIDGE, 1871 (=Rugathodes i. (O.P.-CAMBRIDGE)","Theridion instabile","Moeraskogelspin","THITHINST","THINST","THI","FL","RL","EN","IG",2,"Mc","Mc","Theridion instabile",1
366,30,"THERIDIIDAE","Theridion melanurum HAHN, 1831","Theridion melanurum",,"THITHMELA","THMELA","THI","FL",,"NT","NB",6,,"-","Theridion melanurum",1
357,30,"THERIDIIDAE","Theonoe minutissima (O.P.-CAMBRIDGE, 1879)","Theonoe minutissima","Kleinste kogelspin","THITHMINU","THMINU","THI","FL","RL","VU","KW",3,"Hnh","Hws","Theonoe minutissima",1
367,30,"THERIDIIDAE","Theridion mystaceum L. KOCH, 1870","Theridion mystaceum",,"THITHMYST","THMYST","THI","FL",,"NT","NB",6,,"-","Theridion mystaceum",1
368,30,"THERIDIIDAE","Theridion pictum (WALCKENAER, 1802)","Theridion pictum",,"THITHPICT","THPICT","THI","FL",,"NT","NB",6,,"-","Theridion pictum",1
369,30,"THERIDIIDAE","Theridion pinastri L. KOCH, 1872","Theridion pinastri",,"THITHPINA","THPINA","THI","FL",,"NT","NB",6,,"-","Theridion pinastri",1
370,30,"THERIDIIDAE","Theridion simile C.L. KOCH, 1836","Theridion simile",,"THITHSIMI","THSIMI","THI","FL",,"NT","NB",6,,"-","Theridion simile",1
371,30,"THERIDIIDAE","Theridion sisyphium (CLERCK, 1757)","Theridion sisyphium",,"THITHSISY","THSISY","THI","FL",,"NT","NB",6,,"-","Theridion sisyphium",1
372,30,"THERIDIIDAE","Theridion spec?????","Theridion spec.",,"THITHSPEC","THSPEC","THI","FL",,"NT","NB",6,,"-","Theridion spec.",1
373,30,"THERIDIIDAE","Theridion tinctum (WALCKENAER, 1802)","Theridion tinctum",,"THITHTINC","THTINC","THI","FL",,"NT","NB",6,,"-","Theridion tinctum",1
374,30,"THERIDIIDAE","Theridion uhlighi MARTIN, 1975","Theridion uhlighi","Uhligs kogelspin","THITHUHLI","THUHLI","THI","FL","RL","CR","KR",1,"Hdo","Hdb","Theridion uhlighi",1
375,30,"THERIDIIDAE","Theridion varians HAHN, 1833","Theridion varians",,"THITHVARI","THVARI","THI","FL",,"NT","NB",6,,"-","Theridion varians",1
132,20,"THOMISIDAE","Coriarachne depressa (C.L. KOCH,1837)","Coriarachne depressa","Platte krabspin","THMCODEPR","CODEPR","THM","FL","RL","RG","GB",5,"Z","S","Coriarachne depressa",1
133,20,"THOMISIDAE","Diaea dorsata (FABRICIUS, 1777)","Diaea dorsata",,"THMDIDORS","DIDORS","THM","FL",,"NT","NB",6,,"-","Diaea dorsata",1
134,20,"THOMISIDAE","Heriaeus hirtus (LATREILLE, 1819)","Heriaeus hirtus","Haarkrabspin","THMHEHIRT","HEHIRT","THM","FL","RL","RG","GB",5,"N","N","Heriaeus hirtus",1
136,20,"THOMISIDAE","Misumenops tricuspidatus (FABRICIUS, 1775)","Misumenops tricuspidatus","Stuikkameleonspin","THMMITRIC","MITRIC","THM","FL","RL","RG","GB",5,"N","N","Misumenops tricuspidatus",1
135,20,"THOMISIDAE","Misumena vatia (CLERCK, 1757)","Misumena vatia","Gewone kameleonspin","THMMIVATI","MIVATI","THM","FL","RL","VU","KW",3,"Gsdb","Godf","Misumena vatia",1
137,20,"THOMISIDAE","Ozyptila atomaria (PANZER, 1810)","Ozyptila atomaria","Grote bodemkrabspin","THMOZATOM","OZATOM","THM","FL","RL","EN","IG",2,"Gsdp","Godt","Ozyptila atomaria",1
138,20,"THOMISIDAE","Ozyptila blackwalli SIMON, 1875","Ozyptila blackwalli",,"THMOZBLAC","OZBLAC","THM",,,"NT","NB",6,,"-","Ozyptila blackwalli",1
139,20,"THOMISIDAE","Ozyptila brevipes (HAHN, 1831)","Ozyptila brevipes","Witrugbodemkrabspin","THMOZBREV","OZBREV","THM","FL","RL","EN","IG",2,"Gsnp","Gowt","Ozyptila brevipes",1
140,20,"THOMISIDAE","Ozyptila nigrita (THORELL, 1875)","Ozyptila nigrita","Zwarte bodemkrabspin","THMOZNIGR","OZNIGR","THM","FL","RL","CR","KR",1,"Gsdp","Godt","Ozyptila nigrita",1
141,20,"THOMISIDAE","Ozyptila praticola (C.L. KOCH, 1837)","Ozyptila praticola",,"THMOZPRAT","OZPRAT","THM","FL",,"NT","NB",6,,"-","Ozyptila praticola",1
142,20,"THOMISIDAE","Ozyptila pullata (THORELL, 1875)","Ozyptila pullata","Kalkbodemkrabspin","THMOZPULL","OZPULL","THM",,,"NT","NB",6,,"-","Ozyptila pullata",1
143,20,"THOMISIDAE","Ozyptila rauda SIMON, 1875","Ozyptila rauda",,"THMOZRAUD","OZRAUD","THM",,,"NT","NB",6,,"-","Ozyptila rauda",1
144,20,"THOMISIDAE","Ozyptila sanctuaria (O.P.-CAMBRIDGE, 1871)","Ozyptila sanctuaria","Bleke bodemkrabspin","THMOZSANC","OZSANC","THM","FL","RL","EN","IG",2,"Gsdp","Godt","Ozyptila sanctuaria",1
145,20,"THOMISIDAE","Ozyptila scabricula (WESTRING, 1851)","Ozyptila scabricula","Mierbodemkrabspin","THMOZSCAB","OZSCAB","THM","FL","RL","EN","IG",2,"Hdo","Hdb","Ozyptila scabricula",1
146,20,"THOMISIDAE","Ozyptila simplex (O.P.-CAMBRIDGE, 1862)","Ozyptila simplex",,"THMOZSIMP","OZSIMP","THM","FL",,"NT","NB",6,,"-","Ozyptila simplex",1
147,20,"THOMISIDAE","Ozyptila trux (BLACKWALL, 1846)","Ozyptila trux",,"THMOZTRUX","OZTRUX","THM","FL",,"NT","NB",6,,"-","Ozyptila trux",1
148,20,"THOMISIDAE","Pistius truncatus (PALLAS, 1772)","Pistius truncatus","Stompe krabspin","THMPITRUN","PITRUN","THM","FL","RL","CR","KR",1,"Bldo","Fddo","Pistius truncatus",1
149,20,"THOMISIDAE","Synaema globosum (FABRICIUS, 1775)","Synaema globosum","Blinkende krabspin","THMSYGLOB","SYGLOB","THM","FL","RL","RG","GB",5,"N","N","Synaema globosum",1
150,20,"THOMISIDAE","Thomisus onustus WALCKENAER, 1806","Thomisus onustus","Bloemkrabspin","THMTHONUS","THONUS","THM","FL","RL","RG","GB",5,"N","N","Thomisus onustus",1
151,20,"THOMISIDAE","Tmarus piger (WALCKENAER, 1802)","Tmarus piger","Schorskrabspin","THMTMPIGE","TMPIGE","THM","FL","RL","RG","GB",5,"N","N","Tmarus piger",1
152,20,"THOMISIDAE","Xysticus acerbus THORELL, 1872","Xysticus acerbus","Heidekrabspin","THMXYACER","XYACER","THM","FL","RL","CR","KR",1,"Hdo","Hdb","Xysticus acerbus",1
153,20,"THOMISIDAE","Xysticus audax (SCHRANK, 1803)","Xysticus audax",,"THMXYAUDA","XYAUDA","THM","FL",,"NT","NB",6,,"-","Xysticus audax",1
154,20,"THOMISIDAE","Xysticus bifasciatus C.L. KOCH, 1837","Xysticus bifasciatus","Steppekrabspin","THMXYBIFA","XYBIFA","THM","FL","RL","CR","KR",1,"Gsdk","Godl","Xysticus bifasciatus",1
155,20,"THOMISIDAE","Xysticus cristatus (CLERCK, 1757)","Xysticus cristatus",,"THMXYCRIS","XYCRIS","THM","FL",,"NT","NB",6,,"-","Xysticus cristatus",1
156,20,"THOMISIDAE","Xysticus erraticus (BLACKWALL, 1834)","Xysticus erraticus","Graskrabspin","THMXYERRA","XYERRA","THM","FL","RL","EN","IG",2,"Gsdp","Godt","Xysticus erraticus",1
157,20,"THOMISIDAE","Xysticus ferrugineus MENGE, 1875","Xysticus ferrugineus","Roestkrabspin","THMXYFERR","XYFERR","THM","FL","RL","RG","GB",5,"N","N","Xysticus ferrugineus",1
158,20,"THOMISIDAE","Xysticus kempelini THORELL, 1872","Xysticus kempelini","Kempelins krabspin","THMXYKEMP","XYKEMP","THM","FL","RL","RG","GB",5,"N","N","Xysticus kempelini",1
159,20,"THOMISIDAE","Xysticus kochi THORELL, 1872","Xysticus kochi",,"THMXYKOCH","XYKOCH","THM","FL",,"NT","NB",6,,"-","Xysticus kochi",1
160,20,"THOMISIDAE","Xysticus lanio C.L. KOCH, 1824","Xysticus lanio",,"THMXYLANI","XYLANI","THM","FL",,"NT","NB",6,,"-","Xysticus lanio",1
161,20,"THOMISIDAE","Xysticus lineatus (WESTRING, 1951)","Xysticus lineatus","Gestreepte krabspin","THMXYLINE","XYLINE","THM","FL","RL","EX","UI",0,"Gsdd","Godd","Xysticus lineatus",1
162,20,"THOMISIDAE","Xysticus luctator L. KOCH, 1870","Xysticus luctator",,"THMXYLUCA","XYLUCA","THM",,,"NT","NB",6,,"-","Xysticus luctator",1
163,20,"THOMISIDAE","Xysticus luctuosus (BLACKWALL, 1836)","Xysticus luctuosus","Woudkrabspin","THMXYLUCU","XYLUCU","THM","FL","RL","CR","KR",1,"Bldz","Fddv","Xysticus luctuosus",1
164,20,"THOMISIDAE","Xysticus ninnii THORELL, 1872","Xysticus ninnii","Duinkrabspin","THMXYNINN","XYNINN","THM","FL","RL","EN","IG",2,"Gsdo","Godb","Xysticus ninnii",1
165,20,"THOMISIDAE","Xysticus robustus (HAHN, 1832)","Xysticus robustus",,"THMXYROBU","XYROBU","THM",,,"NT","NB",6,,"-","Xysticus robustus",1
166,20,"THOMISIDAE","Xysticus sabulosus (HAHN, 1832)","Xysticus sabulosus","Zandkrabspin","THMXYSABU","XYSABU","THM","FL","RL","EN","IG",2,"Gsdo","Godb","Xysticus sabulosus",1
167,20,"THOMISIDAE","Xysticus striatipes (L. KOCH, 1870)","Xysticus striatipes",,"THMXYSTRI","XYSTRI","THM",,,"NT","NB",6,,"-","Xysticus striatipes",1
168,20,"THOMISIDAE","Xysticus ulmi (HAHN, 1832)","Xysticus ulmi",,"THMXYULMI","XYULMI","THM","FL",,"NT","NB",6,,"-","Xysticus ulmi",1
430,36,"THERIDIOSOMATHIDAE","Theridiosoma gemmosum (L. KOCH, 1877)","Theridiosoma gemmosum","Moeraspareltje","THSTHGEMM","THGEMM","THS","FL","RL","EN","IG",2,"Blmo","Fdmo","Theridiosoma gemmosum",1
25,5,"TITANOECIDAE","Titanoeca quadriguttata (HAHN, 1883) (=T. obscura (WALCKENAER, 1802))","Titanoeca quadriguttata","Rotskaardespin","TITTIQUAD","TIQUAD","TIT","FL","RL","CR","KR",1,"Bldzs","Fddvs","Titanoeca quadriguttata",1
26,6,"ULOBORIDAE","Hyptiotes paradoxus (C.L. KOCH, 1834)","Hyptiotes paradoxus",,"ULOHYPARA","HYPARA","ULO","FL",,"NT","NB",6,,"-","Hyptiotes paradoxus",1
27,6,"ULOBORIDAE","Uloborus plumipes LUCAS, 1846","Uloborus plumipes",,"ULOULPLUM","ULPLUM","ULO","FL",,"NT","NB",6,,"-","Uloborus plumipes",1
28,6,"ULOBORIDAE","Uloborus walckenaerius LATREILLE, 1806","Uloborus walckenaerius",,"ULOULWALC","ULWALC","ULO",,,"NT","NB",6,,"-","Uloborus walckenaerius",1
30,8,"ZODARIIDAE","Zodarion gallicum (SIMON, 1872)","Zodarion italicum",,"ZODZOGALL","ZOGALL","ZOD","FL","RL","IK","OG",8,"Y","Y","Zodarion italicum",1
31,8,"ZODARIIDAE","Zodarion italicum (CANESTRINI, 1868)","Zodarion italicum","Oranje mierenjager","ZODZOITAL","ZOITAL","ZOD",,,"NT","NB",6,,"-","Zodarion italicum",1
32,8,"ZODARIIDAE","Zodarion rubidum (SIMON, 1914)","Zodarion rubidum","Sepia mierenjager","ZODZORUBI","ZORUBI","ZOD","FL","RL","RG","GB",5,"N","N","Zodarion rubidum",1
127,17,"ZORIDAE","Zora nemoralis (BLACKWALL, 1861)","Zora nemoralis","Donkere stekelpoot","ZORZONEMO","ZONEMO","ZOR","FL","RL","CR","KR",1,"Bldzs","Fddvs","Zora nemoralis",1
690,17,"ZORIDAE","Zora parallela SIMON, 1878","Zora parallela","Gestreepte stekelpoot","ZORZOPARA","ZOPARA","ZOR","FL","RL","NS","NS",7,,"-","Zora parallela",1
722,17,"ZORIDAE","Zora pardalis  ","Zora pardalis  ","","ZORZOPARD","ZOPARD","ZOR","","","IK","OG",4,"","","Zora pardalis",
128,17,"ZORIDAE","Zora silvestris KULCZYNSKI, 1897","Zora silvestris","Bosstekelpoot","ZORZOSILV","ZOSILV","ZOR","FL","RL","EN","IG",2,"Hdo","Hdb","Zora silvestris",1
129,17,"ZORIDAE","Zora spinimana (SUNDEVALL, 1833)","Zora spinimana",,"ZORZOSPIN","ZOSPIN","ZOR","FL",,"NT","NB",6,,"-","Zora spinimana",1
697,38,"LINYPHIINAE","Porhomma microcavense WUNDERLICH, 1990","Porhomma microcavense","","LINPOMICC","POMICC","LIN","FL","RL","NS","NS",7,"","","Porhomma microcavense",1
727,30,"THERIDIIDAE","Theridion n.sp. cfr. mystaceum","Theridion n.sp. cfr. mystaceum",,"THITHNSP-M","THNSP-M","THI","FL",,"IK","OG",4,,,"Theridion n.sp. cfr. mystaceum",
728,14,"GNAPHOSIDAE","Haplodrassus cognatus","Haplodrassus cognatus",,"GNAHACOGN","HACOGN","GNA",,,"IK","OG",4,,,"Haplodrassus cognatus",
729,20,"THOMISIDAE","Ozyptila claveata (WALCKENAER, 1837)","Ozyptila claveata",,"THMOZCLAV","OZCLAV","THM",,,"IK","OG",4,,,"Ozyptila claveata",
730,21,"PHILODROMIDAE","Philodromus fuscomarginatus (De Geer, 1778)","Philodromus fuscomarginatus",,"PHIPHFUSC","PHFUSC","PHI",,,"IK","OG",4,,,"Philodromus fuscomarginatus",
731,22,"SALTICIDAE","Sibianor larae Logunov, 2001","Sibianor larae",,"SALSILARA","SILARA","SAL",,,"IK","OG",4,,,"Sibianor larae",
732,38,"LINYPHIINAE","Abacoproeces saltuum (L. Koch, 1872)","Abacoproeces saltuum",,"LINABSALT","ABSALT","LIN",,,"IK","OG",4,,,"Abacoproeces saltuum",
733,15,"CLUBIONIDAE","Clubiona similis L. Koch, 1867","Clubiona similis",,"CLUCLSIMI","CLSIMI","CLU",,,"IK","OG",4,,,"Clubiona similis",
734,4,"DICTYNIDAE","Emblyna brevidens (Kulczynski, 1897)","Emblyna brevidens",,"DICEMBREV","EMBREV","DIC",,,"IK","OG",4,,,"Emblyna brevidens",
735,30,"THERIDIIDAE","Episinus maculipes Cavanna, 1876","Episinus maculipes",,"THIEPMACU","EPMACU","THI",,,"IK","OG",4,,,"Episinus maculipes",
736,37,"ERIGONINAE","Erigone dentosa (O.P.-Cambridge, 1894)","Erigone dentosa",,"ERIERDENO","ERDENO","ERI",,,"IK","OG",4,,,"Erigone dentosa",
737,22,"SALTICIDAE","Evarcha michailovi  Logunov, 1992","Evarcha michailovi",,"SALEVMICH","EVMICH","SAL",,,"IK","OG",4,,,"Evarcha michailovi",
738,34,"ARANEIDAE","Gibbaranea omoeda (Thorell, 1870)","Gibbaranea omoeda",,"ARAGIOMOE","GIOMOE","ARA",,,"IK","OG",4,,,"Gibbaranea omoeda",
739,14,"GNAPHOSIDAE","Haplodrassus minor (O. Pickard-Cambridge, 1879)","Haplodrassus minor",,"GNAHAMINO","HAMINO","GNA",,,"IK","OG",4,,,"Haplodrassus minor",
740,7,"OECOBIIDAE","Oecobius amboseli Shear & Benoit, 1974","Oecobius amboseli",,"OECOEAMBO","OEAMBO","OEC",,,"IK","OG",4,,,"Oecobius amboseli",
741,34,"ARANEIDAE","Parazygiela montana","Parazygiela montana",,"ARAPAMONA","PAMONA","ARA",,,"IK","OG",4,,,"Parazygiela montana",
742,37,"ERIGONINAE","Parapelecopsis nemoralioides","Parapelecopsis nemoralioides",,"ERIPANEMO","PANEMO","ERI",,,"IK","OG",4,,,"Parapelecopsis nemoralioides",
743,22,"SALTICIDAE","Pellenes geniculatus  (Simon, 1868)","Pellenes geniculatus",,"SALPEGENI","PEGENI","SAL",,,"IK","OG",4,,,"Pellenes geniculatus",
744,22,"SALTICIDAE","Saitis barbipes (Simon, 1868)","Saitis barbipes",,"SALSABARB","SABARB","SAL",,,"IK","OG",4,,,"Saitis barbipes",
745,37,"ERIGONINAE","Sauron rayi (Simon, 1881)","Sauron rayi",,"ERISARAYI","SARAYI","ERI",,,"IK","OG",4,,,"Sauron rayi",
675,38,"LINYPHIINAE","Porrhomma microphthalmum (O.P.-CAMBRIDGE, 1871)","Porrhomma microphthalmum","","LINPOMICP","POMICP","LIN","FL","","NT","NB",6,"","-","Porrhomma microphthalmum",1
723,30,"THERIDIIDAE","Achaearanea acoreensis","Achaearanea acoreensis",,"THIACACOR","ACACOR","THI","FL",,"IK","OG",4,,,"Achaearanea acoreensis",
724,15,"CLUBIONIDAE","Cheiracanthium mildei","Cheiracanthium mildei",,"CLUCHMILD","CHMILD","CLU","FL",,"IK","OG",4,,,"Cheiracanthium mildei",
725,22,"SALTICIDAE","Heliophanus kochi","Heliophanus kochi",,"SALHEKOCH","HEKOCH","SAL","FL",,"IK","OG",4,,,"Heliophanus kochi",
726,13,"PHOLCIDAE","Pholcus opilionoides","Pholcus opilionoides",,"PHOPHOPIL","PHOPIL","PHO","FL",,"IK","OG",4,,,"Pholcus opilionoides",
746,14,"GNAPHOSIDAE","Scotophaeus quadripunctatus (Linnaeus, 1758)","Scotophaeus quadripunctatus",,"GNASCQUAD","SCQUAD","GNA",,,"IK","OG",4,,,"Scotophaeus quadripunctatus",
747,27,"AGELENIDAE","Tegenaria fuesslini","Tegenaria fuesslini",,"AGETEFUES","TEFUES","AGE",,,"IK","OG",4,,,"Tegenaria fuesslini",
748,22,"PHILODROMIDAE","Thanatus vulgaris (Simon, 1870)","Thanatus vulgaris",,"PHITHVULG","THVULG","PHI",,,"IK","OG",4,,,"Thanatus vulgaris",
