"ID","FN","FA","SA + SYN","SZ + SYN","SNL","FSC","SC","FC","VL","RL","RL-C (E)","RL-C (NL)","RL-C (ci)","HAB (NL)","HAB (E)","SZ","PRESENT"
289,27,"AGELENIDAE","Agelena gracilens C.L. KOCH, 1841","Agelena gracilens","Kleine doolhofspin","AGEAGGRAC","AGGRAC","AGE","FL","RL","IK","OG",8,"Y","Y","Agelena gracilens",1
290,27,"AGELENIDAE","Agelena labyrinthica (CLERCK, 1757)","Agelena labyrinthica",,"AGEAGLABY","AGLABY","AGE","FL",,"NT","NB",6,,"-","Agelena labyrinthica",1
291,27,"AGELENIDAE","Coelotes atropos (WALCKENAER, 1825)","Coelotes atropos","Britse bostrechterspin","AGECOATRO","COATRO","AGE","FL","RL","IK","OG",8,"Y","Y","Coelotes atropos",1
292,27,"AGELENIDAE","Coelotes inermis (L. KOCH, 1855)","Coelotes inermis","Leemtrechterspin","AGECOINER","COINER","AGE","FL","RL","RG","GB",5,"N","N","Coelotes inermis",1
293,27,"AGELENIDAE","Coelotes terrestris (WIDER, 1834)","Coelotes terrestris","Gewone bostrechterspin","AGECOTERR","COTERR","AGE","FL","RL","VU","KW",3,"Bldd","Fddd","Coelotes terrestris",1
294,27,"AGELENIDAE","Cryphoeca silvicola (C.L. KOCH, 1834)","Cryphoeca silvicola","Kleine bostrechterspin","AGECRSILV","CRSILV","AGE","FL","RL","EN","IG",2,"Bldd","Fddd","Cryphoeca silvicola",1
295,27,"AGELENIDAE","Histopona torpida (C.L. KOCH, 1834)","Histopona torpida","Slanke bostrechterspin","AGEHITORP","HITORP","AGE","FL","RL","RG","GB",5,"N","N","Histopona torpida",1
296,27,"AGELENIDAE","Tegenaria agrestis (WALCKENAER, 1802)","Tegenaria agrestis",,"AGETEAGRE","TEAGRE","AGE","FL",,"NT","NB",6,,"-","Tegenaria agrestis",1
297,27,"AGELENIDAE","Tegenaria atrica C.L. KOCH, 1843","Tegenaria atrica",,"AGETEATRI","TEATRI","AGE","FL",,"NT","NB",6,,"-","Tegenaria atrica",1
305,27,"AGELENIDAE","Textrix caudata L. KOCH, 1872","Textrix caudata","Zwarte staartspin","AGETECAUD","TECAUD","AGE","FL",,"NT","NB",6,,"-","Textrix caudata",1
306,27,"AGELENIDAE","Textrix denticulata (OLIVIER, 1789)","Textrix denticulata",,"AGETEDENT","TEDENT","AGE","FL",,"NT","NB",6,,"-","Textrix denticulata",1
298,27,"AGELENIDAE","Tegenaria domestica (CLERCK, 1757)","Tegenaria domestica",,"AGETEDOME","TEDOME","AGE","FL",,"NT","NB",6,,"-","Tegenaria domestica",1
299,27,"AGELENIDAE","Tegenaria ferruginea (PANZER, 1804)","Tegenaria ferruginea",,"AGETEFERR","TEFERR","AGE","FL",,"NT","NB",6,,"-","Tegenaria ferruginea",1
300,27,"AGELENIDAE","Tegenaria pagana C.L. KOCH, 1841","Tegenaria pagana",,"AGETEPAGA","TEPAGA","AGE","FL","RL","IK","OG",8,"Y","Y","Tegenaria pagana",1
301,27,"AGELENIDAE","Tegenaria parietina (FOURCROY, 1785)","Tegenaria parietina",,"AGETEPARI","TEPARI","AGE","FL",,"NT","NB",6,,"-","Tegenaria parietina",1
302,27,"AGELENIDAE","Tegenaria picta SIMON, 1870","Tegenaria picta",,"AGETEPICT","TEPICT","AGE","FL",,"NT","NB",6,,"-","Tegenaria picta",1
303,27,"AGELENIDAE","Tegenaria saeva BLACKWALL, 1844","Tegenaria saeva",,"AGETESAEV","TESAEV","AGE","FL",,"NT","NB",6,,"-","Tegenaria saeva",1
304,27,"AGELENIDAE","Tegenaria silvestris L. KOCH, 1872","Tegenaria silvestris","Steentrechterspin","AGETESILV","TESILV","AGE","FL","RL","VU","KW",3,"Bldd","Fddd","Tegenaria silvestris",1
4,3,"AMAUROBIIDAE","Amaurobius claustrarius (HAHN, 1831)","Amaurobius claustrarius",,"AMAAMCLAU","AMCLAU","AMA",,,"NT","NB",6,,"-","Amaurobius claustrarius",1
5,3,"AMAUROBIIDAE","Amaurobius erberi (KEYSERLING, 1863)","Amaurobius erberi",,"AMAAMERBE","AMERBE","AMA",,,"NT","NB",6,,"-","Amaurobius erberi",1
6,3,"AMAUROBIIDAE","Amaurobius fenestralis (STROEM, 1768)","Amaurobius fenestralis",,"AMAAMFENE","AMFENE","AMA","FL",,"NT","NB",6,,"-","Amaurobius fenestralis",1
7,3,"AMAUROBIIDAE","Amaurobius ferox (WALCKENAER, 1825)","Amaurobius ferox",,"AMAAMFERO","AMFERO","AMA","FL",,"NT","NB",6,,"-","Amaurobius ferox",1
8,3,"AMAUROBIIDAE","Amaurobius similis (BLACKWALL, 1845)","Amaurobius similis",,"AMAAMSIMI","AMSIMI","AMA","FL",,"NT","NB",6,,"-","Amaurobius similis",1
429,35,"ANAPIDAE","Comaroma simoni BERTKAU, 1889","Comaroma simoni",,"ANACOSIMO","COSIMO","ANA",,,"NT","NB",6,,"-","Comaroma simoni",1
130,18,"ANYPHAENIDAE","Anyphaena accentuata (WALCKENAER, 1802)","Anyphaena accentuata",,"ANYANACCE","ANACCE","ANY","FL",,"NT","NB",6,,"-","Anyphaena accentuata",1
395,34,"ARANEIDAE","Aculepeira ceropegius (WALCKENAER, 1802)","Aculepeira ceropegius",,"ARAACCERO","ACCERO","ARA",,,"NT","NB",6,,"-","Aculepeira ceropegius",1
396,34,"ARANEIDAE","Agalenatea redii (SCOPOLI, 1763)","Agalenatea redii","Brede wielwebspin","ARAAGREDI","AGREDI","ARA","FL","RL","VU","KW",3,"Gsdd","Godd","Agalenatea redii",1
402,34,"ARANEIDAE","Araniella alpica (L. KOCH, 1869)","Araniella alpica",,"ARAARALPI","ARALPI","ARA",,,"NT","NB",6,,"-","Araniella alpica",1
397,34,"ARANEIDAE","Araneus alsine (WALCKENAER, 1802)","Araneus alsine","Sinaasappelspin","ARAARALSI","ARALSI","ARA","FL","RL","VU","KW",3,"Blnz","Fdwv","Araneus alsine",1
398,34,"ARANEIDAE","Araneus angulatus CLERCK, 1757","Araneus angulatus","Schouderkruisspin","ARAARANGU","ARANGU","ARA","FL","RL","EN","IG",2,"Bldz","Fddv","Araneus angulatus",1
408,34,"ARANEIDAE","Argiope bruennichi (SCOPOLI, 1772)","Argiope bruennichi","Wespspin","ARAARBRUE","ARBRUE","ARA","FL","RL","RG","GB",5,"N","N","Argiope bruennichi",1
403,34,"ARANEIDAE","Araniella cucurbitina (CLERCK, 1757)","Araniella cucurbitina",,"ARAARCUCU","ARCUCU","ARA","FL",,"NT","NB",6,,"-","Araniella cucurbitina",1
399,34,"ARANEIDAE","Araneus diadematus CLERCK, 1757","Araneus diadematus",,"ARAARDIAD","ARDIAD","ARA","FL",,"NT","NB",6,,"-","Araneus diadematus",1
404,34,"ARANEIDAE","Araniella displicata (HENTZ, 1847)","Araniella displicata",,"ARAARDISP","ARDISP","ARA","FL",,"NT","NB",6,,"-","Araniella displicata",1
405,34,"ARANEIDAE","Araniella insconspicua (SIMON, 1874)","Araniella insconspicua",,"ARAARINSC","ARINSC","ARA",,,"NT","NB",6,,"-","Araniella insconspicua",1
400,34,"ARANEIDAE","Araneus marmoreus CLERCK, 1757","Araneus marmoreus",,"ARAARMARM","ARMARM","ARA","FL",,"NT","NB",6,,"-","Araneus marmoreus",1
406,34,"ARANEIDAE","Araniella opistographa (KULCZYNSKI, 1905)","Araniella opistographa",,"ARAAROPIS","AROPIS","ARA","FL",,"NT","NB",6,,"-","Araniella opistographa",1
407,34,"ARANEIDAE","Araniella proxima (KULCZYNSKI, 1885)","Araniella proxima",,"ARAARPROX","ARPROX","ARA",,,"NT","NB",6,,"-","Araniella proxima",1
401,34,"ARANEIDAE","Araneus quadratus CLERCK, 1757","Araneus quadratus",,"ARAARQUAD","ARQUAD","ARA","FL",,"NT","NB",6,,"-","Araneus quadratus",1
409,34,"ARANEIDAE","Atea sturmi (HAHN, 1831)","Atea sturmi",,"ARAATSTUR","ATSTUR","ARA","FL",,"NT","NB",6,,"-","Atea sturmi",1
410,34,"ARANEIDAE","Atea triguttata (FABRICIUS, 1757)","Atea triguttata",,"ARAATTRIG","ATTRIG","ARA","FL",,"NT","NB",6,,"-","Atea triguttata",1
411,34,"ARANEIDAE","Cercidia prominens (WESTRING, 1851)","Cercidia prominens",,"ARACEPROM","CEPROM","ARA","FL",,"NT","NB",6,,"-","Cercidia prominens",1
412,34,"ARANEIDAE","Cyclosa conica (PALLAS, 1772)","Cyclosa conica",,"ARACYCONI","CYCONI","ARA","FL",,"NT","NB",6,,"-","Cyclosa conica",1
413,34,"ARANEIDAE","Cyclosa oculata (WALCKENAER, 1802)","Cyclosa oculata","Zesknobbelspin","ARACYOCUL","CYOCUL","ARA","FL","RL","RG","GB",5,"N","N","Cyclosa oculata",1
414,34,"ARANEIDAE","Gibbaranea bituberculata (WALCKENAER, 1802)","Gibbaranea bituberculata","Struikknobbelspin","ARAGIBITU","GIBITU","ARA","FL","RL","IK","OG",8,"Y","Y","Gibbaranea bituberculata",1
415,34,"ARANEIDAE","Gibbaranea gibbosa (WALCKENAER, 1802)","Gibbaranea gibbosa",,"ARAGIGIBB","GIGIBB","ARA","FL",,"NT","NB",6,,"-","Gibbaranea gibbosa",1
416,34,"ARANEIDAE","Hypsosinga albovittata (WESTRING, 1851)","Hypsosinga albovittata","Witvlekpyjamaspin","ARAHYALBO","HYALBO","ARA","FL","RL","VU","KW",3,"Gsdd","Godd","Hypsosinga albovittata",1
417,34,"ARANEIDAE","Hypsosinga heri (HAHN, 1831)","Hypsosinga heri","Moeraspyjamaspin","ARAHYHERI","HYHERI","ARA","FL","RL","EN","IG",2,"Gsnv","Gowr","Hypsosinga heri",1
418,34,"ARANEIDAE","Hypsosinga pygmaea (SUNDEVALL, 1831)","Hypsosinga pygmaea","Graspyjamaspin","ARAHYPYGM","HYPYGM","ARA","FL","RL","EN","IG",2,"Hn","Hw","Hypsosinga pygmaea",1
419,34,"ARANEIDAE","Hypsosinga sanguinea (C.L. KOCH, 1844)","Hypsosinga sanguinea","Heidepyjamaspin","ARAHYSANG","HYSANG","ARA","FL","RL","EN","IG",2,"Hd","Hd","Hypsosinga sanguinea",1
420,34,"ARANEIDAE","Larinioides cornutus (CLERCK, 1757)","Larinioides cornutus",,"ARALACORN","LACORN","ARA","FL",,"NT","NB",6,,"-","Larinioides cornutus",1
421,34,"ARANEIDAE","Larinioides patagiatus (CLERCK, 1757)","Larinioides patagiatus",,"ARALAPATA","LAPATA","ARA","FL",,"NT","NB",6,,"-","Larinioides patagiatus",1
422,34,"ARANEIDAE","Larinioides sclopetarius (CLERCK, 1757)","Larinioides sclopetarius",,"ARALASCLO","LASCLO","ARA","FL",,"NT","NB",6,,"-","Larinioides sclopetarius",1
423,34,"ARANEIDAE","Mangora acalypha (WALCKENAER, 1802)","Mangora acalypha",,"ARAMAACAL","MAACAL","ARA","FL",,"NT","NB",6,,"-","Mangora acalypha",1
424,34,"ARANEIDAE","Neoscona adianta (WALCKENAER, 1802)","Neoscona adianta",,"ARANEADIA","NEADIA","ARA","FL",,"NT","NB",6,,"-","Neoscona adianta",1
425,34,"ARANEIDAE","Nuctenea umbratica (CLERCK, 1757)","Nuctenea umbratica",,"ARANUUMBR","NUUMBR","ARA","FL",,"NT","NB",6,,"-","Nuctenea umbratica",1
426,34,"ARANEIDAE","Singa hamata (CLERCK, 1757)","Singa hamata","Bonte pyjamaspin","ARASIHAMA","SIHAMA","ARA","FL","RL","EN","IG",2,"Gsnv","Gowr","Singa hamata",1
427,34,"ARANEIDAE","Singa nitidula C.L. KOCH, 1845","Singa nitidula",,"ARASINITI","SINITI","ARA",,,"NT","NB",6,,"-","Singa nitidula",1
428,34,"ARANEIDAE","Zilla diodia (WALCKENAER, 1802)","Zilla diodia",,"ARAZIDIOD","ZIDIOD","ARA","FL",,"NT","NB",6,,"-","Zilla diodia",1
1,1,"ATYPIDAE","Atypus affinis EICHWALD,1830","Atypus affinis","Gewone mijnspin","ATYATAFFI","ATAFFI","ATY","FL","RL","VU","KW",3,"Gsdps","Godts","Atypus affinis",1
691,1,"ATYPIDAE","Atypus piceus (SULZER, 1776)","Atypus piceus","Kalkmijnspin","ATYATPICE","ATPICE","ATY",,,"NS","NS",7,,,"Atypus piceus",1
88,15,"CLUBIONIDAE","Cheiracanthium erraticum (WALCKENAER, 1802)","Cheiracanthium erraticum",,"CLUCHERRA","CHERRA","CLU","FL",,"NT","NB",6,,"-","Cheiracanthium erraticum",1
92,15,"CLUBIONIDAE","Cheiracanthium montanum (L. KOCH, 1877)","Cheiracantium montanum","Boomspoorspin","CLUCHMONT","CHMONT","CLU","FL","RL","RG","GB",5,"N","N","Cheiracantium montanum",1
89,15,"CLUBIONIDAE","Cheiracanthium pennyi O.P.-CAMBRIDGE, 1873","Cheiracanthium pennyi","Penny's spoorspin","CLUCHPENN","CHPENN","CLU","FL","RL","RG","GB",5,"N","N","Cheiracanthium pennyi",1
90,15,"CLUBIONIDAE","Cheiracanthium punctorium (VILLERS,1789)","Cheiracanthium punctorium","Grote spoorspin","CLUCHPUNC","CHPUNC","CLU","FL","RL","EX","UI",0,"Gsddz","Godds","Cheiracanthium punctorium",1
91,15,"CLUBIONIDAE","Cheiracanthium virescens (SUNDEVALL, 1833)","Cheiracanthium virescens","Groene spoorspin","CLUCHVIRE","CHVIRE","CLU","FL","RL","EN","IG",2,"Gsdp","Godt","Cheiracanthium virescens",1
93,15,"CLUBIONIDAE","Clubiona brevipes BLACKWALL, 1841","Clubiona brevipes",,"CLUCLBREV","CLBREV","CLU","FL",,"NT","NB",6,,"-","Clubiona brevipes",1
94,15,"CLUBIONIDAE","Clubiona caerulescens L. KOCH, 1867 (=C. coerulescens L. KOCH)","Clubiona caerulescens (=C. coerulescens)","Glanzende zakspin","CLUCLCAER","CLCAER","CLU","FL","RL","EN","IG",2,"Bldo","Fddo","Clubiona caerulescens",1
95,15,"CLUBIONIDAE","Clubiona compta C.L. KOCH, 1839","Clubiona compta",,"CLUCLCOMP","CLCOMP","CLU","FL",,"NT","NB",6,,"-","Clubiona compta",1
96,15,"CLUBIONIDAE","Clubiona corticalis (WALCKENAER, 1802)","Clubiona corticalis",,"CLUCLCORT","CLCORT","CLU","FL",,"NT","NB",6,,"-","Clubiona corticalis",1
97,15,"CLUBIONIDAE","Clubiona diversa O.P.-CAMBRIDGE, 1862","Clubiona diversa",,"CLUCLDIVE","CLDIVE","CLU","FL",,"NT","NB",6,,"-","Clubiona diversa",1
98,15,"CLUBIONIDAE","Clubiona frisia WUNDERLICH & SCHÜTT, 1995 (niet: C. similis L. KOCH, 1867)","Clubiona frisia (niet: C. similis)","Helmzakspin","CLUCLFRIS","CLFRIS","CLU","FL","RL","VU","KW",3,"Gsdp","Godt","Clubiona frisia",1
99,15,"CLUBIONIDAE","Clubiona frutetorum L. KOCH, 1867","Clubiona frutetorum",,"CLUCLFRUT","CLFRUT","CLU","FL",,"NT","NB",6,,"-","Clubiona frutetorum",1
100,15,"CLUBIONIDAE","Clubiona genevensis L. KOCH, 1867","Clubiona genevensis","Graszakspin","CLUCLGENE","CLGENE","CLU","FL","RL","CR","KR",1,"Gsdv","Godr","Clubiona genevensis",1
101,15,"CLUBIONIDAE","Clubiona germanica THORELL, 1872","Clubiona germanica",,"CLUCLGERM","CLGERM","CLU","FL",,"NT","NB",6,,"-","Clubiona germanica",1
102,15,"CLUBIONIDAE","Clubiona juvenis SIMON, 1878","Clubiona juvenis","Zeggezakspin","CLUCLJUVE","CLJUVE","CLU","FL","RL","CR","KR",1,"Mrv","Mrr","Clubiona juvenis",1
704,15,"CLUBIONIDAE","Clubiona leucaspis (SIMON, 1932)","Clubiona leucaspis","Witrugzakspin","CLUCLLEUC","CLLEUC","CLU","","","","",8,"","","Clubiona leucaspis",
103,15,"CLUBIONIDAE","Clubiona lutescens WESTRING, 1851","Clubiona lutescens",,"CLUCLLUTE","CLLUTE","CLU","FL",,"NT","NB",6,,"-","Clubiona lutescens",1
104,15,"CLUBIONIDAE","Clubiona neglecta O.P.-CAMBRIDGE, 1862","Clubiona neglecta",,"CLUCLNEGL","CLNEGL","CLU","FL",,"NT","NB",6,,"-","Clubiona neglecta",1
105,15,"CLUBIONIDAE","Clubiona pallidula (CLERCK, 1757)","Clubiona pallidula",,"CLUCLPALL","CLPALL","CLU","FL",,"NT","NB",6,,"-","Clubiona pallidula",1
106,15,"CLUBIONIDAE","Clubiona phragmitis C.L. KOCH, 1843","Clubiona phragmitis",,"CLUCLPHRA","CLPHRA","CLU","FL",,"NT","NB",6,,"-","Clubiona phragmitis",1
693,15,"CLUBIONIDAE","Clubiona pseudoneglecta WUNDERLICH, 1994","Clubiona pseudoneglecta",,"CLUCLPSEU","CLPSEU","CLU","FL","RL","NS","NS",7,,,"Clubiona pseudoneglecta",1
107,15,"CLUBIONIDAE","Clubiona reclusa O.P.-CAMBRIDGE, 1863","Clubiona reclusa",,"CLUCLRECL","CLRECL","CLU","FL",,"NT","NB",6,,"-","Clubiona reclusa",1
108,15,"CLUBIONIDAE","Clubiona stagnatilis KULCZYNSKI, 1897","Clubiona stagnatilis",,"CLUCLSTAG","CLSTAG","CLU","FL",,"NT","NB",6,,"-","Clubiona stagnatilis",1
109,15,"CLUBIONIDAE","Clubiona subsultans THORELL, 1875","Clubiona subsultans","Dennenzakspin","CLUCLSUBS","CLSUBS","CLU","FL","RL","RG","GB",5,"Z","S","Clubiona subsultans",1
110,15,"CLUBIONIDAE","Clubiona subtilis L. KOCH, 1867","Clubiona subtilis",,"CLUCLSUBT","CLSUBT","CLU","FL",,"NT","NB",6,,"-","Clubiona subtilis",1
111,15,"CLUBIONIDAE","Clubiona terrestris WESTRING, 1862","Clubiona terrestris",,"CLUCLTERR","CLTERR","CLU","FL",,"NT","NB",6,,"-","Clubiona terrestris",1
112,15,"CLUBIONIDAE","Clubiona trivialis C.L. KOCH, 1841","Clubiona trivialis","Moszakspin","CLUCLTRIV","CLTRIV","CLU","FL","RL","VU","KW",3,"Gsdp","Godt","Clubiona trivialis",1
698,16,"CORINNIDAE","Ceto laticeps (CANESTRINI,????)","Ceto laticeps",,"CORCELATI","CELATI","COR","FL","RL","NS","NS",7,,,"Ceto laticeps",1
287,26,"CYBAEIDAE","Argyroneta aquatica (CLERCK, 1757)","Argyroneta aquatica","Waterspin","CYBARAQUA","ARAQUA","CYB","FL","RL","VU","KW",3,"Aes","Wes","Argyroneta aquatica",1
288,26,"CYBAEIDAE","Cybaeus angustarium L. KOCH, 1868","Cybaeus angustarium",,"CYBCYANGU","CYANGU","CYB","FL","RL","IK","OG",8,"Y","Y","Cybaeus angustarium",1
9,4,"DICTYNIDAE","Altella lucida (SIMON, 1874)","Altella lucida","Steppekaardertje","DICALLUCI","ALLUCI","DIC","FL","RL","RG","GB",5,"N","N","Altella lucida",1
10,4,"DICTYNIDAE","Argenna patula (SIMON, 1874)","Argenna patula","Kwelderkaardertje","DICARPATU","ARPATU","DIC","FL","RL","CR","KR",1,"Szb","Sa","Argenna patula",1
11,4,"DICTYNIDAE","Argenna subnigra (O.P.-CAMBRIDGE, 1861)","Argenna subnigra","Bodemkaardertje","DICARSUBN","ARSUBN","DIC","FL","RL","EN","IG",2,"Gsdo","Godb","Argenna subnigra",1
12,4,"DICTYNIDAE","Cicurina cicur (FABRICIUS, 1793)","Cicurina cicur",,"DICCICICU","CICICU","DIC","FL",,"NT","NB",6,,"-","Cicurina cicur",1
13,4,"DICTYNIDAE","Dictyna arundinacea (LINNAEUS, 1758)","Dictyna arundinacea",,"DICDIARUN","DIARUN","DIC","FL",,"NT","NB",6,,"-","Dictyna arundinacea",1
14,4,"DICTYNIDAE","Dictyna civica (LUCAS, 1849)","Dictyna civica",,"DICDICIVI","DICIVI","DIC","FL","RL","RG","GB",5,"N","N","Dictyna civica",1
15,4,"DICTYNIDAE","Dictyna latens (FABRICIUS, 1775)","Dictyna latens","Zwart kaardertje","DICDILATE","DILATE","DIC","FL","RL","EN","IG",2,"Gsdd","Godd","Dictyna latens",1
16,4,"DICTYNIDAE","Dictyna major MENGE, 1869","Dictyna major","Noords kaardertje","DICDIMAJO","DIMAJO","DIC","FL","RL","RG","GB",5,"Z","S","Dictyna major",1
17,4,"DICTYNIDAE","Dictyna pusilla THORELL, 1856","Dictyna pusilla","Bruin kaardertje","DICDIPUSI","DIPUSI","DIC","FL","RL","EN","IG",2,"Gsdd","Godd","Dictyna pusilla",1
18,4,"DICTYNIDAE","Dictyna uncinata THORELL, 1856","Dictyna uncinata",,"DICDIUNCI","DIUNCI","DIC","FL",,"NT","NB",6,,"-","Dictyna uncinata",1
19,4,"DICTYNIDAE","Lathys humilis (BLACKWALL, 1855)","Lathys humilis",,"DICLAHUMI","LAHUMI","DIC","FL",,"NT","NB",6,,"-","Lathys humilis",1
20,4,"DICTYNIDAE","Lathys puta (O..P-CAMBRIDGE, 1863) (=L. stigmatisata (MENGE, 1869))","Lathys puta (=L. stigmatisata)","Kurkentrekkerkaardertje","DICLAPUTA","LAPUTA","DIC","FL","RL","RG","GB",5,"N","N","Lathys puta",1
21,4,"DICTYNIDAE","Mastigusa arietina (THORELL, 1871)","Mastigusa arietina","Kleinoogzweeppalpspin","DICMAARIE","MAARIE","DIC","FL","RL","EN","IG",2,"Gsdpm","Godta","Mastigusa arietina",1
22,4,"DICTYNIDAE","Mastigusa macrophthalmus (KULCZYNSKI, 1896)","Mastigusa macrophthalmus",,"DICMAMACR","MAMACR","DIC",,,"NT","NB",6,,"-","Mastigusa macrophthalmus",1
23,4,"DICTYNIDAE","Nigma flavescens (WALCKENAER, 1825)","Nigma flavescens",,"DICNIFLAV","NIFLAV","DIC","FL",,"NT","NB",6,,"-","Nigma flavescens",1
24,4,"DICTYNIDAE","Nigma walckenaeri (ROEWER, 1951)","Nigma walckenaeri",,"DICNIWALC","NIWALC","DIC","FL",,"NT","NB",6,,"-","Nigma walckenaeri",1
35,10,"DYSDERIDAE","Dysdera crocota C.L. KOCH, 1838","Dysdera crocota",,"DYSDYCROC","DYCROC","DYS","FL",,"NT","NB",6,,"-","Dysdera crocota",1
36,10,"DYSDERIDAE","Dysdera erythrina (WALCKENAER, 1802)","Dysdera erythrina","Boscelspin","DYSDYERYT","DYERYT","DYS","FL","RL","EN","IG",2,"Bldd","Fddd","Dysdera erythrina",1
37,10,"DYSDERIDAE","Harpactea hombergi (SCOPOLI, 1763)","Harpactea hombergi","Schorscelspin","DYSHAHOMB","HAHOMB","DYS","FL","RL","EN","IG",2,"Bldd","Fddd","Harpactea hombergi",1
694,10,"DYSDERIDAE","Harpactea rubicunda (C.L. KOCH,????)","Harpactea rubicunda",,"DYSHARUBI","HARUBI","DYS","FL","RL","NS","NS",7,,,"Harpactea rubicunda",1
2,2,"ERESIDAE","Eresus cinnaberinus (OLIVIER, 1789) (= E. niger)","Eresus cinnaberinus","Herfstvuurspin","EREERCINN","ERNIGE","ERE","FL","RL","IK","OG",8,"Y","Y","Eresus cinnaberinus",1
3,2,"ERESIDAE","Eresus sandaliatus (MARTINI & GOEZE, 1778)","Eresus sandaliatus","Lentevuurspin","EREERSAND","ERSAND","ERE","FL","RL","EX","UI",0,"Hdos","Hdbs","Eresus sandaliatus",1
431,37,"ERIGONINAE","Acartauchenius scurrilis (O.P.-CAMBRIDGE, 1872)","Acartauchenius scurrilis","Bleek haarkopje","ERIACSCUR","ACSCUR","ERI","FL","RL","EN","IG",2,"Gsdpm","Godta","Acartauchenius scurrilis",1
432,37,"ERIGONINAE","Araeoncus crassiceps (WESTRING, 1861)","Araeoncus crassiceps","Arrogant voorkopje","ERIARCRAS","ARCRAS","ERI","FL","RL","EN","IG",2,"Hnh","Hws","Araeoncus crassiceps",1
433,37,"ERIGONINAE","Araeoncus humilis (BLACKWALL, 1841)","Araeoncus humilis",,"ERIARHUMI","ARHUMI","ERI","FL",,"NT","NB",6,,"-","Araeoncus humilis",1
434,37,"ERIGONINAE","Baryphyma duffeyi (MILLIDGE, 1954)","Baryphyma duffeyi","Klokspinnetje","ERIBADUFF","BADUFF","ERI","FL","RL","CR","KR",1,"Szb","Sa","Baryphyma duffeyi",1
435,37,"ERIGONINAE","Baryphyma maritimum (CROCKER & PARKER, 1970)","Baryphyma maritimum","Helmgras-putkopje","ERIBAMARI","BAMARI","ERI","FL","RL","EN","IG",2,"Gsdpz","Godtr","Baryphyma maritimum",1
436,37,"ERIGONINAE","Baryphyma pratense (BLACKWALL, 1861)","Baryphyma pratense","Weide-putkopje","ERIBAPRAT","BAPRAT","ERI","FL","RL","VU","KW",3,"Gsnv","Gowr","Baryphyma pratense",1
437,37,"ERIGONINAE","Baryphyma trifrons (O.P.-CAMBRIDGE, 1863)","Baryphyma trifrons","Kust-putkopje","ERIBATRIF","BATRIF","ERI","FL","RL","CR","KR",1,"Hdo","Hdb","Baryphyma trifrons",1
438,37,"ERIGONINAE","Ceratinella brevipes (WESTRING, 1851)","Ceratinella brevipes",,"ERICEBREP","CEBREP","ERI","FL",,"NT","NB",6,,"-","Ceratinella brevipes",1
439,37,"ERIGONINAE","Ceratinella brevis (WIDER, 1834)","Ceratinella brevis",,"ERICEBRES","CEBRES","ERI","FL",,"NT","NB",6,,"-","Ceratinella brevis",1
441,37,"ERIGONINAE","Ceratinopsis romana (O.P.-CAMBRIDGE, 1872)","Ceratinopsis romana","Bosplatkopje","ERICEROMA","CEROMA","ERI","FL","RL","EN","IG",2,"Gsdp","Godt","Ceratinopsis romana",1
440,37,"ERIGONINAE","Ceratinella scabrosa (O.P.-CAMBRIDGE, 1871)","Ceratinella scabrosa",,"ERICESCAB","CESCAB","ERI","FL",,"NT","NB",6,,"-","Ceratinella scabrosa",1
442,37,"ERIGONINAE","Ceratinopsis stativa (SIMON, 1881)","Ceratinopsis stativa","Weideplatkopje","ERICESTAT","CESTAT","ERI","FL","RL","RG","GB",5,"N","N","Ceratinopsis stativa",1
443,37,"ERIGONINAE","Cineta gradata (SIMON, 1881)","Cineta gradata",,"ERICIGRAD","CIGRAD","ERI",,,"NT","NB",6,,"-","Cineta gradata",1
444,37,"ERIGONINAE","Cnephalocotes obscurus (BLACKWALL, 1834)","Cnephalocotes obscurus",,"ERICNOBSC","CNOBSC","ERI","FL",,"NT","NB",6,,"-","Cnephalocotes obscurus",1
454,37,"ERIGONINAE","Dismodicus bifrons (BLACKWALL, 1841)","Dismodicus bifrons",,"ERIDIBIFR","DIBIFR","ERI","FL",,"NT","NB",6,,"-","Dismodicus bifrons",1
445,37,"ERIGONINAE","Dicymbium brevisetosum LOCKET, 1962","Dicymbium brevisetosum",,"ERIDIBREV","DIBREV","ERI","FL",,"NT","NB",6,,"-","Dicymbium brevisetosum",1
448,37,"ERIGONINAE","Diplocephalus caecus DENIS, 1952","Diplocephalus caecus",,"ERIDICAEC","DICAEC","ERI",,,"NT","NB",6,,"-","Diplocephalus caecus",1
449,37,"ERIGONINAE","Diplocephalus cristatus (BLACKWALL, 1833)","Diplocephalus cristatus",,"ERIDICRIS","DICRIS","ERI","FL",,"NT","NB",6,,"-","Diplocephalus cristatus",1
455,37,"ERIGONINAE","Dismodicus elevatus (C.L. KOCH, 1838)","Dismodicus elevatus","Hoogste bolkopje","ERIDIELEV","DIELEV","ERI","FL","RL","RG","GB",5,"Z","S","Dismodicus elevatus",1
705,37,"ERIGONINAE","Diplocephalus graecus ","Diplocephalus graecus ","","ERIDIGRAE","DIGRAE","ERI","","","","",8,"","","Diplocephalus graecus",
450,37,"ERIGONINAE","Diplocephalus latifrons (O.P.-CAMBRIDGE, 1863)","Diplocephalus latifrons",,"ERIDILATI","DILATI","ERI","FL",,"NT","NB",6,,"-","Diplocephalus latifrons",1
